S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,2242865,CHANDAN NAYAK,07-Sep-2023 02:54 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:24 PM,Finance,Opened Successfully,Jayaram Behera,17-Sep-2023 03:46 PM,finance_454694.pdf,BOQ Comparative Chart,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Jayaram Behera,09-Nov-2023 04:20 PM,finsummary_454694.pdf (31.26 KB),09-Nov-2023,"INR 1,486,965",90.0,Jayaram Behera,09-Nov-2023 04:23 PM,Kosagumuda-V.pdf (2350.00 KB),Execution work of Kosagumuda-V L.I.P,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,06-Nov-2023 11:44 AM,techsummary_454694.pdf (27.98 KB),Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2023_OLIC_92911_64,2175/16.08.2023,Kosagumuda-V L.I.P,1.0,2235490.0,M/S SHANTI POWER AND CONSTRUCTION,INR,"1,486,965",AOC,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2175/16.08.2023,2023_OLIC_92911_64,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,2nd Corrigendum,Fee,,31-Aug-2023 10:00 AM,08-Sep-2023 11:00 AM,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,31-Aug-2023 10:00 AM ,04-Sep-2023 01:00 PM ,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,"14,000",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Civil and Electrical License, PAN,GST,Labour License, Affidevit, Joint Venture, Experience","Executive Engineer, L.I Division, Nabarangpur","L.I Division, Nabarangpur 764059",Kosagumuda-V L.I.P,"Re-installation, electrification and energisation of Kosagumuda-V L.I.P under Kosagumuda Block of Nabarangpur District.",As per DTCN ,NA ,"14,00,000",Civil Works - Lift Irrigation Schemes,Electrification Work ,Tender,180.0,90.0,Nabarangppur,764059.0,NA ,NA ,NA ,"Office of the E.E, L.I Division, Nabarangpur",No ,No,AOC
2,2240302,HARA PRASAD NAYAK,06-Sep-2023 09:47 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Less GST deposited on tender paper cost,17-Sep-2023 03:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,TCN Documents,,,,,,,,,,,,,,,,,,,,,AOC
3,2240762,HEMANT KUMAR NAYAK,06-Sep-2023 09:34 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,AOC
4,2243200,M/A OOMKAR TECNICAL SERVICE (P) LTD,07-Sep-2023 03:49 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2241595,M/S. MAA DURGA ENGINEERING ASSOCIATES,07-Sep-2023 11:40 AM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2239713,M/S MAHAMAYEE ENTERPRISES,06-Sep-2023 04:37 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,2238354,M/S. PADHI ELECTRICALS,05-Sep-2023 11:29 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,2235490,M/S SHANTI POWER AND CONSTRUCTION,06-Sep-2023 01:43 PM,Accepted-AOC,Accepted and won the lottery,09-Nov-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,2240563,RABINDRA KUMAR SIA,06-Sep-2023 09:19 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,2242801,"SAI VAISHNAVI ENTERPRISES, PROP. RAJ KUMAR PATRA",07-Sep-2023 02:40 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,2242450,SRI. KAMADEV NAYAK,07-Sep-2023 01:45 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
