Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,06-Nov-2023 12:51 PM,techsummary_453591.pdf (27.98 KB),Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2023_OLIC_92911_31,2175/16.08.2023,Jhaliapara-II L.I.P,1.0,2242306.0,M/S. MAA DURGA ENGINEERING ASSOCIATES,INR,"1,555,830",1,2243165,CHANDAN NAYAK,07-Sep-2023 04:32 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 01:57 PM,Finance,Opened successfully,Jayaram Behera,16-Sep-2023 07:38 PM,finance_453591.pdf,BOQ Comparative Chart,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Jayaram Behera,08-Nov-2023 01:47 PM,finsummary_453591.pdf (31.26 KB),08-Nov-2023,"INR 1,555,830",90.0,Jayaram Behera,08-Nov-2023 01:51 PM,Jhaliapara-II.pdf (2389.00 KB),Execution work of Jhaliapara-II L.I.P,AOC,"14,650",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,2nd Corrigendum,Fee,,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2175/16.08.2023,2023_OLIC_92911_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, L.I Division, Nabarangpur","L.I Division, Nabarangpur 764059",Jhaliapara-II L.I.P,"Re-installation, electrification and energisation of Jhaliapara-II L.I.P under Chandahandi Block of Nabarangpur District",As per DTCN ,NA ,"14,65,000",Civil Works - Lift Irrigation Schemes,Electrification Work ,Tender,180.0,90.0,Nabarangppur,764059.0,NA ,NA ,NA ,"Office of the E.E, L.I Division, Nabarangpur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Civil and Electrical License, PAN,GST,Labour License, Affidevit, Joint Venture, Experience",31-Aug-2023 10:00 AM,08-Sep-2023 11:00 AM,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,31-Aug-2023 10:00 AM ,04-Sep-2023 01:00 PM ,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,2242306,M/S. MAA DURGA ENGINEERING ASSOCIATES,07-Sep-2023 01:23 PM,Accepted-AOC,Accepted and won the lottery,08-Nov-2023 01:57 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TCN Documents,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2239643,M/S MAHAMAYEE ENTERPRISES,06-Sep-2023 05:26 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 01:57 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2240168,M/S U.S. QUALITY ENGINEERING WORKS,06-Sep-2023 06:06 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 01:57 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2240997,Sambit Kumar Dash,07-Sep-2023 08:57 AM,Rejected-Finance,Rejected for quit the package,08-Nov-2023 01:47 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2240091,SUBHAM ELECTRICALS,06-Sep-2023 06:12 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 01:57 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
