EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"13,480",No,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,"Executive Engineer, L.I Division, Nabarangpur","L.I Division, Nabarangpur 764059",1.0,ICICI BANK,31-Aug-2023 10:00 AM,08-Sep-2023 11:00 AM,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,31-Aug-2023 10:00 AM ,04-Sep-2023 01:00 PM ,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,1.0,2nd Corrigendum,Fee,,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2175/16.08.2023,2023_OLIC_92911_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Phunelpara-II L.I.P,"Re-installation, electrification and energisation of Phunelpara-II L.I.P under Chandahandi Block of Nabarangpur District",As per DTCN ,NA ,"13,48,000",Civil Works - Lift Irrigation Schemes,Electrification Work ,Tender,180.0,90.0,Nabarangppur,764059.0,NA ,NA ,NA ,"Office of the E.E, L.I Division, Nabarangpur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Civil and Electrical License, PAN,GST,Labour License, Affidevit, Joint Venture, Experience",AOC,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2023_OLIC_92911_41,2175/16.08.2023,Phunelpara-II L.I.P,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,06-Nov-2023 12:36 PM,techsummary_453856.pdf (27.98 KB),Finance,Opened successfully,Jayaram Behera,16-Sep-2023 08:19 PM,finance_453856.pdf,BOQ Comparative Chart,1,2238909,BADAL PATTNAIK,06-Sep-2023 08:08 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 05:01 PM,AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TCN Documents,AOC,,,,,,,,,,,,,,,,,2,2243244,CHANDAN NAYAK,07-Sep-2023 04:16 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 05:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,AOC,,,,,,,,,,,,,,,,,3,2240380,DAITARI SIA,07-Sep-2023 07:48 AM,Accepted-AOC,Accepted and won the lottery,08-Nov-2023 05:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,4,2239657,M/S MAHAMAYEE ENTERPRISES,06-Sep-2023 05:07 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 05:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,5,2240735,RAMESH CHANDRA BISWAL,06-Sep-2023 09:09 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 05:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,6,2242259,SRI. KAMADEV NAYAK,07-Sep-2023 01:14 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 05:01 PM,AOC
