Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,OK,Ajit Narayanprasad Giri,07-Sep-2023 12:47 PM,,BOQ Comparative Chart,01-Nov-2023,"INR 1,575,000",60.0,Ajit Narayanprasad Giri,01-Nov-2023 03:31 PM,AOC.pdf (75.00 KB),Municipal Bodies||Pattamundai Municipality,2023_ORULB_92942_107,PM_03/2023-24,Construction of Paver Block Road from Nakhia Jena Shop to Dhara Jena House In Ward No - 20.,1.0,2232477.0,RUDRA NARAYAN DAS,INR,"1,334,746.19",1,2232543,JAYANTI SAHOO,03-Sep-2023 12:11 PM,Rejected-AOC,L2,01-Nov-2023 03:32 PM,HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,01-Nov-2023 03:24 PM,techsummary_455092.pdf (74.12 KB),HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,01-Nov-2023 03:30 PM,finsummary_455092.pdf (75.14 KB),AOC,"13,347",Yes,percentage,1.0%,Nil,Nil,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,PATTAMUNDAI,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Pattamundai Municipality,PM_03/2023-24,2023_ORULB_92942_107,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Document as per DTCN,1,ICICI BANK,26-Aug-2023 03:00 PM,06-Sep-2023 12:00 PM,26-Aug-2023 03:00 PM,06-Sep-2023 11:00 AM,26-Aug-2023 03:00 PM ,02-Sep-2023 05:00 PM ,26-Aug-2023 03:00 PM,06-Sep-2023 11:00 AM,Construction of Paver Block Road from Nakhia Jena Shop to Dhara Jena House In Ward No - 20.,Construction of Paver Block Road from Nakhia Jena Shop to Dhara Jena House In Ward No - 20.,Please refer Tender documents. ,NA ,"13,34,746",Civil Works - Others,NA ,Tender,90.0,60.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,Pattamundai Municipality,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,2,2232477,RUDRA NARAYAN DAS,03-Sep-2023 11:41 AM,Accepted-AOC,Quoted Lowest Rate,01-Nov-2023 03:32 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
