Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"10,000",0.0,Nil,Nil,No,"3,85,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, GST Registration Certificate and GSTIN, PAN, Contractor",09-Aug-2023 11:00 AM,24-Aug-2023 10:00 AM,09-Aug-2023 11:00 AM,23-Aug-2023 05:00 PM,NA ,NA ,09-Aug-2023 11:00 AM,23-Aug-2023 05:00 PM,11-Sep-2023 12:15 PM,EIC-CIVIL||SERNB-CIRCLE-JEYPORE,CCEJC R AND B 11-2023-24,2023_EICCL_91914_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,CONSTRUCTION OF 100 BEDDED BOYS HOSTEL AT OAV LAKDIPALA TENTULIKHUNTI BLOCK IN THE DISTRICT OF NABARANGPUR,CIVIL WORKS,Please refer Tender documents. ,NA ,,Civil Works - Buildings,BUILDING ,Tender,90.0,330.0,NABARANGPUR,764059.0,NA ,NA ,NA ,O/O C.C.E R and B Circle Jeypore,No ,No,1.0,ICICI BANK,CHIEF CONSTRUCTION ENGINEER,Chief Construction Engineer Jeypore R and B circle Jeypore,AOC,ALOK KUMAR MOHANTY,Internal,"Sri P.K.Mishra S.E Nabarangpur, DAO Nabarangpur R and B Division Sri Akshaya kumar Rout A.E.E Jeypore R and B Circle",Alok Mohanty,07-Sep-2023 04:32 PM,11-Sep-2023 12:15 PM,techsummary_446902.pdf (230.79 KB),1.0,2213270.0,KAPILENDRA SAHOO,INR,"36,631,743",EIC-CIVIL||SERNB-CIRCLE-JEYPORE,2023_EICCL_91914_8,CCEJC R AND B 11-2023-24,CONSTRUCTION OF 100 BEDDED BOYS HOSTEL AT OAV LAKDIPALA TENTULIKHUNTI BLOCK IN THE DISTRICT OF NABARANGPUR,Finance,Price bid of the above bidders Downloaded.,Alok Mohanty,11-Sep-2023 05:56 PM,finance_446902.pdf,BOQ Comparative Chart,Technical,ABOVE BIDDERS ARE PROVISIONALLY QUALIFIED FOR TECHNICAL EVALUATION.,Akshaya Kumar Rout,01-Sep-2023 05:00 PM,technical_446902.pdf,1,2213270,KAPILENDRA SAHOO,23-Aug-2023 11:45 AM,Accepted-AOC,FIRST LOWEST BIDDER,04-Nov-2023 05:10 PM,ALOK KUMAR MOHANTY,Internal,,Alok Mohanty,04-Nov-2023 05:07 PM,finsummary_446902.pdf (1762.74 KB),04-Nov-2023,"INR 36,631,743",330.0,Alok Mohanty,04-Nov-2023 05:09 PM,Lakdipala-AOC.pdf (1256.00 KB),first lowest bid of sri kapilendra sahoo,AOC
,,,,,,,,,,,,,.pdf,Affidavit Undertakings and Other Documents as per SBD/DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2213040,SOMANATH PANI,23-Aug-2023 09:41 AM,Rejected-Finance,THIRD LOWEST BIDDER,04-Nov-2023 05:07 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2202861,SUBARAO SENAPATI,23-Aug-2023 12:06 PM,Rejected-AOC,SECOND LOWEST BIDDER,04-Nov-2023 05:10 PM,,,,,,,,,,,,,,AOC
