Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,2 bids opened successfully.,Goutam Chandra Das,14-Sep-2023 12:23 PM,finance_453377.pdf,BOQ Comparative Chart,1,2239516,Nabaghana Parida,06-Sep-2023 09:59 PM,Accepted-AOC,1st lowest,14-Nov-2023 11:53 AM,Technical,2 bids opened successfully,Goutam Chandra Das,08-Sep-2023 11:46 AM,technical_453377.pdf,14-Nov-2023,"INR 8,397,184",180.0,Goutam Chandra Das,14-Nov-2023 11:53 AM,WO-323.23.pdf (315.00 KB),Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,14-Nov-2023 11:49 AM,finsummary_453377.pdf (110.05 KB),Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,13-Sep-2023 05:10 PM,14-Sep-2023 11:00 AM,techsummary_453377.pdf (183.01 KB),1.0,2239516.0,Nabaghana Parida,INR,"8,397,184",Municipal Bodies||Bhubaneswar Municipal Corporation,2023_ORULB_93124_1,BMC-EE-DD-19/2023-24 Dt.23.08.23,Construction of RCC box cell drain from Sriya Talkies front chhak to hotel HHI in ward no 41,AOC,1,ICICI BANK,"10,000",0.0,Nil,Nil,No,Construction of RCC box cell drain from Sriya Talkies front chhak to hotel HHI in ward no 41,Construction of RCC box cell drain from Sriya Talkies front chhak to hotel HHI in ward no 41,Please refer Tender documents. ,NA ,"67,83,850",Civil Works - Others,NA ,Tender,120.0,180.0,BMC AREA LIMITED,751007.0,NA ,NA ,NA ,Superintending Engineer chamber,No ,No,24-Aug-2023 12:30 PM,08-Sep-2023 11:00 AM,24-Aug-2023 12:30 PM,07-Sep-2023 05:00 PM,NA ,NA ,24-Aug-2023 12:30 PM,07-Sep-2023 05:00 PM,14-Sep-2023 11:00 AM,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-DD-19/2023-24 Dt.23.08.23,2023_ORULB_93124_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Superintending Engineer, Drainage Division","Superintending Engineer, Drainage Division,BMC, BHUBANESWAR",1,Fee/PreQual/Technical,.pdf,Scanned copy of all document,"67,839",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,2,2239527,SAMBHU NATH SWAIN,06-Sep-2023 09:56 PM,Rejected-Finance,other than 1st lowest,14-Nov-2023 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,AOC
