Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"GSTIN, PAN Contractor Registration Certificate Affidavit , No relation Certificate, Schedules as","1,60,000",Yes,fixed,,Nil,Nil,Construction of Swabhaba Kabi Gangadhar Mehers Birth Place(Kabi Bhawan) at Barpali in the District of Bargarh for the year 2023-24,BUILDING WORK,Please refer Tender documents. ,NA ,"1,59,94,360",Civil Works - Buildings,NA ,Tender,90.0,180.0,BARGARH,768028.0,NA ,NA ,NA ,"O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",No ,No,1.0,ICICI BANK,1.0,Date Corrigendum,Date,,EIC-CIVIL||SERNB-CIRCLE-NORTHERN,CCENC (R AND B) /10/ 2023-24,2023_EICCL_92402_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,14-Aug-2023 06:55 PM,08-Sep-2023 11:00 AM,14-Aug-2023 06:55 PM,07-Sep-2023 05:00 PM,14-Aug-2023 06:55 PM ,25-Aug-2023 05:00 PM ,14-Aug-2023 06:55 PM,07-Sep-2023 05:00 PM,30-Sep-2023 11:00 AM,"10,000",0.0,Nil,Nil,No,"C.C.E, Northern R AND B Circle, SAMBALPUR","O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",AOC,1.0,Tender Revocation,Tender Revocation,28-Sep-2023 07:42 AM,REVGMKABI.pdf ,218.85,Technical Opening,ARUN PATTNAIK,Internal,"A.K.NAIK, Vinit Kumar D BEHERA B.K DEHURY",Arun Kumar Pattnaik,29-Sep-2023 12:36 PM,30-Sep-2023 11:00 AM,techsummary_448415.pdf (259.55 KB),EIC-CIVIL||SERNB-CIRCLE-NORTHERN,2023_EICCL_92402_4,CCENC (R AND B) /10/ 2023-24,Construction of Swabhaba Kabi Gangadhar Mehers Birth Place(Kabi Bhawan) at Barpali in the District of Bargarh for the year 2023-24,1.0,2241996.0,ABINASH MISHRA,INR,"16,746,095",Finance,FINANCIAL BID OPENED,Arun Kumar Pattnaik,30-Sep-2023 08:37 PM,,BOQ Comparative Chart,Technical,TECHNICAL BID ( COVER-I) OPENED,Anam Charan Sahoo,29-Sep-2023 10:49 AM,,1,2240379,ABAKASH MISHRA,07-Sep-2023 08:50 AM,Rejected-Finance,UNSUCCESSFUL BIDDER,24-Nov-2023 08:49 PM,24-Nov-2023,"INR 16,746,095",180.0,Arun Kumar Pattnaik,24-Nov-2023 08:56 PM,AGTKABIF.pdf (658.00 KB),AGT DRAWN,CCE,Internal,"A.K.NAIK, Vinit Kumar D BEHERA B.K DEHURY",Arun Kumar Pattnaik,24-Nov-2023 08:49 PM,finsummary_448415.pdf (394.15 KB),AOC
,,.pdf,Ownership of machineries MOU for composite Building work etc,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2241996,ABINASH MISHRA,07-Sep-2023 03:16 PM,Accepted-AOC,AGT DRAWN,24-Nov-2023 08:56 PM,,,,,,,,,,,,,,AOC
,,.pdf,Work experience certificate and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2222165,BIJAYA RANJAN SAHU,28-Aug-2023 05:37 PM,Rejected-Technical,As per the decision of Tender Evaluation Committee,29-Sep-2023 12:36 PM,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BILL OF QUANTITY (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2219274,PRIYADARSINI MEHER,28-Aug-2023 10:28 AM,Rejected-Technical,As per the decision of Tender Evaluation Committee,29-Sep-2023 12:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2243176,SATYA PRAKASH AGRAWAL,07-Sep-2023 04:17 PM,Rejected-Finance,UNSUCCESSFUL BIDDER,24-Nov-2023 08:49 PM,,,,,,,,,,,,,,AOC
