Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,11-Oct-2023 11:08 AM,techsummary_451683.pdf (534.08 KB),1,2237187,PRABHASINEE DALEI,05-Sep-2023 02:27 PM,Accepted-AOC,1ST LOWEST,17-Nov-2023 11:36 AM,30-Oct-2023,"INR 290,118",60.0,Bhuban Kumar Satpathy,17-Nov-2023 11:36 AM,AOC52.pdf (289.00 KB),WORK ORDER ISSUED,Finance,Tender has opened,Bhuban Kumar Satpathy,11-Sep-2023 03:31 PM,,BOQ Comparative Chart,1.0,2237187.0,PRABHASINEE DALEI,INR,"290,118",Municipal Bodies||Barpali NAC,2023_ORULB_92824_52,EOBRP/02/2023-24,Construction of Paver Road over Kutcha Road from Rajesh Meher to Rudra Shop in ward no.11( including Periodical Maintenance of 3 Years),"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,30-Oct-2023 08:27 AM,finsummary_451683.pdf (534.08 KB),AOC,"Executive Officer, NAC Barpali","Office of the E.O, Barpali NAC",1.0,Extension of Date,Date,,22-Aug-2023 11:00 AM,11-Sep-2023 11:00 AM,22-Aug-2023 11:00 AM,09-Sep-2023 05:00 PM,22-Aug-2023 11:00 AM ,01-Sep-2023 05:00 PM ,22-Aug-2023 11:00 AM,09-Sep-2023 05:00 PM,"2,901",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,1,ICICI BANK,Municipal Bodies||Barpali NAC,EOBRP/02/2023-24,2023_ORULB_92824_52,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,Construction of Paver Road over Kutcha Road from Rajesh Meher to Rudra Shop in ward no.11( including Periodical Maintenance of 3 Years),Construction of Paver Road over Kutcha Road,Please refer Tender documents. ,NA ,"2,90,097",Civil Works - Roads,NA ,Tender,120.0,60.0,Barpali,768029.0,NA ,NA ,NA ,"Office of the E.O, Barpali NAC",No ,No,AOC
,,,,,,2,2237241,SURYAKANTA DAPHADAR,05-Sep-2023 02:48 PM,Rejected-AOC,2ND LOWEST,17-Nov-2023 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"BIDCOST, EMD, PAN, GSTN, NO RELATION CERTIFICATE, AFFIDAVIT, REGISTRATION CERTIFICATE etc asper DTCN",2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
