S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, EMD, PAN, Valid RC",17-Aug-2023 10:00 AM,01-Sep-2023 11:30 AM,17-Aug-2023 10:00 AM,31-Aug-2023 05:30 PM,NA ,NA ,17-Aug-2023 10:00 AM,31-Aug-2023 05:30 PM,11-Sep-2023 11:00 AM,"10,000",0.0,Nil,Nil,No,Improvement to SH-63 to Chhendipada Jarapada road via Chhendipada Jarapada CHC from Ch. 0/000 km to 1/600 km in the district of Angul under state plan for the year 2023-2024,Improvement to SH-63 to Chhendipada Jarapada road via Chhendipada Jarapada CHC from Ch. 0/000 km to 1/600 km in the district of Angul under state plan for the year 2023-2024,Please refer Tender documents ,NA ,"2,51,90,318",Civil Works - Roads,NA ,Tender,90.0,150.0,Angul,759122.0,NA ,NA ,NA ,CCE Dhenkanal R and B Circle Dhenkanal,No ,No,CCE Dhenkanal R and B Circle Dhenkanal,CCE Dhenkanal R and B Circle Dhenkanal,"2,52,000",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,CCE DKL R and B/10-2023-24,2023_EICCL_92511_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,CCE Dhenkanal Circle,Internal,EE Angul Sr DAO Angul Estr Angul PA to CCE Dhenkanal Circle Estr Dhenkanal Circle,Ashok Kumar Giri,17-Nov-2023 09:22 PM,finsummary_449236.pdf (158.13 KB),17-Nov-2023,"INR 25,190,318.03",150.0,Ashok Kumar Giri,17-Nov-2023 09:23 PM,SH63_Chhendipada.pdf (80.00 KB),Agreement on dt.06.11.2023,Finance,Opened,Lopamudra Priyadarsini,11-Sep-2023 01:41 PM,finance_449236.pdf,BOQ Comparative Chart,Technical,Opened,Ashok Kumar Giri,01-Sep-2023 08:55 PM,technical_449236.pdf,1,2227285,MANAS RANJAN ROUT,31-Aug-2023 04:00 PM,Rejected-AOC,Quoted rate is in higher side,17-Nov-2023 09:24 PM,1.0,2225931.0,SOUMYA RANJAN BEHERA,INR,"21,414,289",EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,2023_EICCL_92511_4,CCE DKL R and B/10-2023-24,Improvement to SH-63 to Chhendipada Jarapada road via Chhendipada Jarapada CHC from Ch. 0/000 km to 1/600 km in the district of Angul under state plan for the year 2023-2024,Ashok Kumar Giri,Internal,P Haripal BM Sinku K Pradhan SP Nayak,Lopamudra Priyadarsini,08-Sep-2023 04:03 PM,11-Sep-2023 11:00 AM,techsummary_449236.pdf (826.85 KB),AOC
2.0,ICICI NEFT/RTGS,,,.pdf,"Affidavit, Machineries and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2223888,RAGHUNATH ROUT,31-Aug-2023 01:57 PM,Rejected-AOC,Quoted rate is in higher side,17-Nov-2023 09:24 PM,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2226970,SARBESWAR SAHOO,31-Aug-2023 04:40 PM,Rejected-Technical,Disqualified as per clause No 10 i of DTCN,08-Sep-2023 04:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2225931,SOUMYA RANJAN BEHERA,30-Aug-2023 11:57 PM,Accepted-AOC,Work has been awarded,17-Nov-2023 09:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2224405,SUMANTA KUMAR SAHOO,30-Aug-2023 09:12 PM,Rejected-AOC,Quoted rate is in higher side,17-Nov-2023 09:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2226987,Sunil Kumar Pradhan,31-Aug-2023 03:38 PM,Rejected-Technical,Disqualified as per clause No 11 and 122 g of DTCN,08-Sep-2023 04:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2225026,SWAIN AND CO,30-Aug-2023 10:54 PM,Rejected-Technical,Disqualified as per clause No 10 i of DTCN,08-Sep-2023 04:03 PM,,,,,,,,,,,,,,,,,AOC
