Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,57/OPHWC/2022-23,2023_OSPHW_86893_17,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,14-Mar-2023 06:55 PM,29-Mar-2023 11:00 AM,14-Mar-2023 06:55 PM,28-Mar-2023 05:00 PM,14-Mar-2023 06:55 PM ,17-Mar-2023 05:00 PM ,14-Mar-2023 06:55 PM,28-Mar-2023 05:00 PM,20-Apr-2023 11:00 AM,"Cluster of 1.Constn. of 1 No. E type Qtrs. at Kanisi F.S., Ganjam and 2.Constn. of 6 Nos. F type Qtrs. at Kanisi F.S., Ganjam",Building Work,Please refer Tender documents  ,NA ,"1,60,89,736",Civil Works - Buildings,NA ,Tender,90.0,360.0,Ganjam,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"1,60,900",Yes,fixed,,Nil,Nil,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,ICICI BANK,AOC,08-Nov-2023,"INR 14,482,370",360.0,Bikram Keshari Malla,08-Nov-2023 05:32 PM,WUY.pdf (866.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 06.11.2023,1,2106080,BIKRAM SETHI,28-Mar-2023 04:40 PM,Accepted-AOC,QUALIFIED BIDDER,08-Nov-2023 05:32 PM,Finance,financial bid open and comparative generated,DURGA CHARANA MISHRA,20-Apr-2023 12:23 PM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,DURGA CHARANA MISHRA,19-Apr-2023 03:53 PM,20-Apr-2023 11:00 AM,techsummary_431122.pdf (291.73 KB),AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,08-Nov-2023 05:31 PM,finsummary_431122.pdf (731.34 KB),Orissa State Police Housing and Welfare Corporation Ltd,2023_OSPHW_86893_17,57/OPHWC/2022-23,"Cluster of 1.Constn. of 1 No. E type Qtrs. at Kanisi F.S., Ganjam and 2.Constn. of 6 Nos. F type Qtrs. at Kanisi F.S., Ganjam",Technical,four numbers of bidder have participate,Bikram Keshari Malla,05-Apr-2023 06:06 PM,,1.0,2106080.0,BIKRAM SETHI,INR,"14,482,370",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,2,2105046,K.Lokanath Achary,28-Mar-2023 03:09 PM,Rejected-Finance,DUE TO L1 BIDDER BUT SC BIDDER GET THE WORK AT L1 RATE,08-Nov-2023 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,AOC,,,,,,,,3,2104145,K.Rabinarayan Das,26-Mar-2023 03:18 PM,Rejected-Finance,DUE TO L3 BIDDER,08-Nov-2023 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2106106,SUNIL KUMAR MOHANTY,28-Mar-2023 04:55 PM,Rejected-Finance,DUE TO L4 BIDDER,08-Nov-2023 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
