Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Superintending Engineer,Kalahandi RWSS Division Bhawanipatna,"44,362",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Kalahandi,"82/SE/RWSS/2022-23, Dt.18.01.2023",2023_RWSS_85632_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Papercost,Affidavit,EMD,PAN,GST,Contractor Registration certificate,EPF,Experience certificate etc","6,000",0.0,Nil,Nil,No,Construction of 5.60 mtr outer dia RCC Intake well and its ancillary work for RPWS to village Bijkhaman in Noonmath GP under Kesinga block,Construction of 5.60 mtr outer dia RCC Intake well and its ancillary work for RPWS to village Bijkhaman in Noonmath GP under Kesinga block,Please refer to DTCN ,NA ,"44,36,162",Civil Works - Water Works,NA ,Tender,180.0,240.0,Bijkhaman,766001.0,NA ,NA ,NA ,Kalahandi RWSS Division Bhawanipatna,No ,No,28-Jan-2023 10:00 AM,14-Feb-2023 10:00 AM,28-Jan-2023 10:00 AM,13-Feb-2023 05:30 PM,NA ,NA ,28-Jan-2023 10:00 AM,13-Feb-2023 05:30 PM,AOC,06-Nov-2023,"INR 4,436,162",240.0,Subhrajit Sen,06-Nov-2023 09:37 AM,2430.pdf (725.00 KB),AOC,1.0,2071792.0,Meena Bai Bishi,INR,"3,771,181",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Kalahandi,2023_RWSS_85632_2,"82/SE/RWSS/2022-23, Dt.18.01.2023",Construction of 5.60 mtr outer dia RCC Intake well and its ancillary work for RPWS to village Bijkhaman in Noonmath GP under Kesinga block,SE RWSS KLD,Internal,DAO II AEE ESTR RWSS KALAHANDI,Subhrajit Sen,06-Nov-2023 09:36 AM,finsummary_426656.pdf (117.31 KB),Finance,Technical and financial Bid Opening Summary,Subhrajit Sen,06-Nov-2023 09:29 AM,finance_426656.pdf,BOQ Comparative Chart,SE RWSS KLD,Internal,DAO II AEE ESTR RWSS KALAHANDI,Subhrajit Sen,06-Nov-2023 09:32 AM,techsummary_426656.pdf (117.31 KB),1,2077410,ADITYA PRATAP SINGH,13-Feb-2023 03:21 PM,Rejected-AOC,Rejected as per OPWD code,06-Nov-2023 09:38 AM,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Other document as per dtcn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2075841,ANKIT KUMAR AGRAWAL,11-Feb-2023 06:57 PM,Rejected-AOC,Rejected as per OPWD code,06-Nov-2023 09:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2077132,Bhakta Charan Bhoi,13-Feb-2023 03:35 PM,Rejected-AOC,Rejected as per OPWD code,06-Nov-2023 09:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2076934,Bhodev Mahala,13-Feb-2023 10:11 AM,Rejected-AOC,Rejected as per OPWD code,06-Nov-2023 09:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2077390,GITANJALI MEHER,13-Feb-2023 03:02 PM,Rejected-AOC,Rejected as per OPWD code,06-Nov-2023 09:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2076471,GOPAL PRASAD SAHU,12-Feb-2023 12:54 PM,Rejected-AOC,Rejected as per OPWD code,06-Nov-2023 09:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2074008,HIMANSU SEKHAR PADHI,07-Feb-2023 08:15 PM,Rejected-AOC,Rejected as per OPWD code,06-Nov-2023 09:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2076875,Jitendra Kumar Naik,13-Feb-2023 11:59 AM,Rejected-AOC,Rejected as per OPWD code,06-Nov-2023 09:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2071792,Meena Bai Bishi,08-Feb-2023 07:52 PM,Accepted-AOC,Awarded as per OPWD code,06-Nov-2023 09:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2076520,NARESH KUMAR DIGAL,12-Feb-2023 08:52 PM,Rejected-AOC,Rejected as per OPWD code,06-Nov-2023 09:38 AM,AOC
