Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No18/2023-24,2023_ORULB_90183_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Concrete Paver block road from Hanuman Chaka ring road to Pana gada Chaka in Ward No.56.,Construction of Concrete Paver block road from Hanuman Chaka ring road to Pana gada Chaka in Ward No.56.,Please refer Tender documents. ,NA ,"40,26,704",Civil Works - Others,NA ,Tender,120.0,90.0,CMC area,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1,ICICI BANK,04-Aug-2023 11:00 AM,17-Aug-2023 10:00 AM,04-Aug-2023 11:00 AM,11-Aug-2023 05:30 PM,NA ,NA ,04-Aug-2023 11:00 AM,11-Aug-2023 05:30 PM,"7,080",0.0,Nil,Nil,No,"Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012","40,300",Yes,fixed,,Nil,Nil,AOC,Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,20-Nov-2023 04:35 PM,finsummary_446293.pdf (86.81 KB),Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_90183_19,MC(CMC)CTC_Div-II_No18/2023-24,Construction of Concrete Paver block road from Hanuman Chaka ring road to Pana gada Chaka in Ward No.56.,1.0,2199534.0,SURENDRA SETHI,INR,"4,026,703.84",Finance,Single bidder participated.BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified.,Dibya Ranjan Tripathy,01-Sep-2023 11:41 AM,finance_446293.pdf,BOQ Comparative Chart,1.0,2199534.0,SURENDRA SETHI,11-Aug-2023 03:34 PM,Accepted-AOC,Accepted,20-Nov-2023 04:36 PM,20-Nov-2023,"INR 4,026,703.84",90.0,Dibya Ranjan Tripathy,20-Nov-2023 04:36 PM,19.pdf (78.00 KB),W.O.,Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,20-Nov-2023 02:10 PM,techsummary_446293.pdf (86.81 KB),AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
