Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Chief Executive Officer,Internal,,Rajendra Nath Nayak,26-Sep-2023 04:31 PM,26-Sep-2023 05:00 PM,techsummary_460364.pdf (254.21 KB),WATCO Bhubaneswar,2023_WATCO_94102_1,WATCO (W)-28(2)/2023-24 Dtd.08.09.2023,"Construction of facultative pond, pumping station with Inlet and Outlet arrangement in the vacant area of STP Dist-II at Basuaghai, Bhubaneswar",1.0,2266392.0,RAKESH KUMAR KHANDUAL,INR,"24,103,844",Finance,Four no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,26-Sep-2023 05:13 PM,,BOQ Comparative Chart,1,2260047,EUREKA TRADERS BUREAU,21-Sep-2023 11:41 AM,Rejected-AOC,Not a lowest bidder,18-Nov-2023 02:08 PM,Technical,Four no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,25-Sep-2023 12:44 PM,,Chief Executive Officer,Internal,,Rajendra Nath Nayak,18-Nov-2023 02:06 PM,finsummary_460364.pdf (347.52 KB),18-Nov-2023,"INR 24,103,844",120.0,Rajendra Nath Nayak,18-Nov-2023 02:07 PM,AOC.pdf (316.00 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN","11,800",Nil,Nil,No,Chief Executive Officer,"The Chief Executive Officer, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444",WATCO Bhubaneswar,WATCO (W)-28(2)/2023-24 Dtd.08.09.2023,2023_WATCO_94102_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Corrigendum,Other,,1.0,ICICI BANK,12-Sep-2023 11:00 AM,25-Sep-2023 12:30 PM,12-Sep-2023 11:00 AM,22-Sep-2023 05:00 PM,NA ,NA ,12-Sep-2023 11:00 AM,22-Sep-2023 05:00 PM,26-Sep-2023 05:00 PM,"2,68,000",Yes,fixed,,Nil,Nil,"Construction of facultative pond, pumping station with Inlet and Outlet arrangement in the vacant area of STP Dist-II at Basuaghai, Bhubaneswar","Construction of facultative pond, pumping station with Inlet and Outlet arrangement in the vacant area of STP Dist-II at Basuaghai, Bhubaneswar",Please refer Tender documents. ,NA ,"2,67,79,000",Civil Works - Water Works,NA ,Tender,120.0,120.0,"Basuaghai, Bhubaneswar",751002.0,NA ,NA ,NA ,Bhubaneswar,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2266392,RAKESH KUMAR KHANDUAL,22-Sep-2023 01:45 PM,Accepted-AOC,Lowest bidder,18-Nov-2023 02:08 PM,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,2265595,SAIANUPAMA CONSTRUCTION,22-Sep-2023 03:27 PM,Rejected-AOC,Not a lowest bidder,18-Nov-2023 02:08 PM,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,2266613,Tapan Kumar Sahoo,22-Sep-2023 03:25 PM,Rejected-AOC,Not a lowest bidder,18-Nov-2023 02:08 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
