Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Dhenkanal Municipality,DKL MPLTY/03/2023-24,2023_ORULB_94835_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"3,391",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,Raising of Road from Dakhinakali Road towards Advocate Bhaba Panda res. in ward no. 10,As per DTCN,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,120.0,45.0,Dhenkanal,759001.0,NA ,NA ,NA ,Dhenkanal Municipality,No ,No,Executive Officer,Dhenkanal Municipality,1.0,ICICI BANK,27-Sep-2023 11:00 AM,09-Oct-2023 11:00 AM,27-Sep-2023 11:00 AM,06-Oct-2023 05:30 PM,NA ,NA ,27-Sep-2023 11:00 AM,06-Oct-2023 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,AOC,EO,Internal,"JE,ME",Debiprasad Rout,21-Nov-2023 12:10 PM,techsummary_464285.pdf,Municipal Bodies||Dhenkanal Municipality,2023_ORULB_94835_4,DKL MPLTY/03/2023-24,Raising of Road from Dakhinakali Road towards Advocate Bhaba Panda res. in ward no. 10,22-Nov-2023,"INR 339,093",45.0,Debiprasad Rout,22-Nov-2023 01:09 PM,AOC-4-20.pdf,EO,Internal,"JE,ME",Debiprasad Rout,22-Nov-2023 01:03 PM,finsummary_464285.pdf,Finance,L1 Bidder will finalised after scrutiny of all documents,Debiprasad Rout,20-Nov-2023 12:53 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.pdf,DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
