Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost,EMD,GST,Civil License,HT License,PAN, GSTIN,Affidavit,Joint Venture and other as per DTCN","Executive Engineer, L.I. Division, Keonjhar","Office of the Executive Engineer, L.I. Division, Keonjhar, At/Po- Dhrupada, Via- Raisuan, Dist- Keonjhar","27,420",Yes,fixed,,Nil,Nil,1.0,Change in date and time of Tender Publishing,Date,,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,e-Procurement BID ID No. 03 EELID (KJR/2023-24),2023_OLIC_92456_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,22-Aug-2023 04:00 PM,29-Aug-2023 11:00 AM,22-Aug-2023 04:00 PM,28-Aug-2023 05:00 PM,22-Aug-2023 04:00 PM ,25-Aug-2023 05:00 PM ,22-Aug-2023 04:00 PM,28-Aug-2023 05:00 PM,Revival of Kumuda-I and II L.I. Project under Anandpur block in Keonjhar district,"Construction of Head works, distribution and energization of Kumuda-I and II L.I. Project under Anandpur block in Keonjhar district",Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Keonjhar,758001.0,NA ,NA ,NA ,"Office of the E.E., L.I. Division, Keonjhar",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC,1.0,2220152.0,MADHUMITA CONSTRUCTION AND SERVICES PROP KAMAL LOCHAN NAYAK,INR,"2,330,951",20-Oct-2023,"INR 2,330,951",90.0,BUDHURAI SANGESHAMAD,11-Nov-2023 02:39 PM,Kummuda.pdf (320.00 KB),Work order issued after agreement,EXECUTIVE ENGINEER,Internal,ESTIMATOR AND DIVISIONAL ACCOUNTANT,Sahadev Sethy,28-Sep-2023 03:33 PM,finsummary_448909.pdf (185.11 KB),Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,2023_OLIC_92456_1,e-Procurement BID ID No. 03 EELID (KJR/2023-24),Revival of Kumuda-I and II L.I. Project under Anandpur block in Keonjhar district,1,2217775,BIKASH GHADEI,25-Aug-2023 04:08 PM,Rejected-Technical,Form-G not submitted,28-Sep-2023 01:16 PM,EXECUTIVE ENGINEER,Internal,Estimator and Executive Engineer,Sahadev Sethy,28-Sep-2023 01:16 PM,techsummary_448909.pdf (320.71 KB),Finance,11 nos. bidders participated in this tender,BUDHURAI SANGESHAMAD,08-Sep-2023 11:47 AM,finance_448909.pdf,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantities,,,,,,,,,2.0,Revised Rate of GST amount on tender paper cost,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,2221286,BIPIN BEHARI MAJHI,28-Aug-2023 02:19 PM,Rejected-Technical,GST not deposited,28-Sep-2023 01:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3,2219599,CHINTAMANI SAHOO,27-Aug-2023 03:58 PM,Rejected-Technical,Less GST,28-Sep-2023 01:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4,2219247,DINESH KUMAR AGARWALA,27-Aug-2023 11:11 AM,Rejected-Technical,Less GST,28-Sep-2023 01:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5,2219453,GITA RANI SAHOO,27-Aug-2023 03:25 PM,Rejected-Technical,Less GST,28-Sep-2023 01:16 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6,2220152,MADHUMITA CONSTRUCTION AND SERVICES PROP KAMAL LOCHAN NAYAK,27-Aug-2023 09:38 PM,Accepted-AOC,Work order issued to successful bidder,11-Nov-2023 02:40 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,7,2218209,M/s Maheswari construction Pro-Amulya kumar sahoo,25-Aug-2023 08:34 PM,Rejected-Finance,Unsuccessful bidder,28-Sep-2023 03:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,8,2218033,M/S SOUDAMINI ELECTRICAL WORKS,25-Aug-2023 06:21 PM,Rejected-AOC,Unsuccessful bidder,11-Nov-2023 02:40 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,9,2218231,RABINARAYAN MISHRA,27-Aug-2023 09:14 PM,Rejected-Finance,Unsuccessful bidder,28-Sep-2023 03:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,10,2217748,RAJIB MOHAMMED,28-Aug-2023 11:10 AM,Rejected-Finance,Unsuccessful bidder,28-Sep-2023 03:33 PM,,,,,,,,,,,,,AOC
