Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,14-Nov-2023 05:36 PM,techsummary_454281.pdf (71.27 KB),14-Nov-2023,"INR 1,972,281",60.0,Ajit Narayanprasad Giri,14-Nov-2023 05:39 PM,AOC.pdf (143.00 KB),1,2235749,JAYASHREE MOHAPATRA,04-Sep-2023 10:47 PM,Rejected-AOC,The Bidder Quoted Excess Rate than the Other Bidders,14-Nov-2023 05:40 PM,Finance,ok,Ajit Narayanprasad Giri,07-Sep-2023 05:28 PM,,BOQ Comparative Chart,1.0,2234303.0,SHAIKH SARFRAJ,INR,"1,671,425.47",Municipal Bodies||Pattamundai Municipality,2023_ORULB_92942_61,PM_03/2023-24,Construction of Paver Block Road from Urdhu School to Alimuna House In Ward No - 11,HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,14-Nov-2023 05:38 PM,finsummary_454281.pdf (64.22 KB),AOC,"6,000",0.0,Nil,Nil,No,"16,780",Yes,percentage,1.0%,Nil,Nil,1.0,CORRIGENDUM OF CRITICAL DATE,Other,,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,PATTAMUNDAI,Construction of Paver Block Road from Urdhu School to Alimuna House In Ward No - 11,Construction of Paver Block Road from Urdhu School to Alimuna House In Ward No - 11,Please refer Tender documents. ,NA ,"16,77,966",Civil Works - Others,NA ,Tender,90.0,60.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,Pattamundai Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Document as per DTCN,1,ICICI BANK,25-Aug-2023 05:55 PM,05-Sep-2023 12:00 PM,25-Aug-2023 05:55 PM,05-Sep-2023 11:00 AM,25-Aug-2023 05:55 PM ,02-Sep-2023 05:00 PM ,25-Aug-2023 05:55 PM,05-Sep-2023 11:00 AM,Municipal Bodies||Pattamundai Municipality,PM_03/2023-24,2023_ORULB_92942_61,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,2,2234303,SHAIKH SARFRAJ,04-Sep-2023 09:18 PM,Accepted-AOC,The Bidder Has Quoted Less Rate Than the Other Bidders,14-Nov-2023 05:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
