Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
IMPROVEMENT OF ROAD AND DRAIN FROM PHULABAGICHA SAHI TO MI OFFICE IN WARD NO 4,ROAD DRAIN,Please refer Tender documents. ,NA ,"7,43,595",Civil Works - Others,NA ,Tender,90.0,120.0,GUNUPUR,765022.0,NA ,NA ,NA ,GUNUPUR,No ,No,1.0,ICICI BANK,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.xls,BILL OF QUANTITY,06-Jul-2023 10:00 AM,20-Jul-2023 11:00 AM,06-Jul-2023 10:00 AM,19-Jul-2023 05:00 PM,06-Jul-2023 10:00 AM ,19-Jul-2023 05:00 PM ,06-Jul-2023 10:00 AM,19-Jul-2023 05:00 PM,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-58/2023-24,2023_ORULB_90286_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,436",Yes,percentage,1.0%,Nil,Nil,AOC,1,2177910,Anil Kumar Bishoyi,16-Jul-2023 04:04 PM,Rejected-Finance,LOST IN LOTTERY PROCESS,24-Sep-2023 05:23 PM,12-Nov-2023,"INR 630,171.131",120.0,SATYASAMPARNA ROUT,12-Nov-2023 05:45 PM,16a.pdf (1875.00 KB),IMPROVEMENT OF ROAD AND DRAIN FROM PHULABAGICHA SAHI TO MI OFFICE IN WARD NO 4,Chairperson,Internal,"CHAIRPERSON, EXECUTIVE OFFICER, ASST. ENGINEER AND ASST. COLLECTOR, PROGRAME MANAGER",SATYASAMPARNA ROUT,24-Sep-2023 05:20 PM,techsummary_442667.pdf (258.83 KB),Municipal Bodies||Gunupur Municipal Council,2023_ORULB_90286_16,GUN-MUN-58/2023-24,IMPROVEMENT OF ROAD AND DRAIN FROM PHULABAGICHA SAHI TO MI OFFICE IN WARD NO 4,Chairperson,Internal,"CHAIRPERSON, EXECUTIVE OFFICER, ASST. ENGINEER AND ASST. COLLECTOR, PROGRAME MANAGER",SATYASAMPARNA ROUT,24-Sep-2023 05:23 PM,finsummary_442667.pdf (258.83 KB),Finance,OPENED,SATYASAMPARNA ROUT,26-Jul-2023 05:31 PM,finance_442667.pdf,BOQ Comparative Chart,1.0,2175789.0,SANGRAM KESHARI SAHU,INR,"630,171",AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,.pdf,"LICENSE, PAN, GSTIN, AFFIDEVIT AND NO RALATION CERTIFICATE AND AS PER DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2179239,CH. NANDIKESWAR RAO,17-Jul-2023 05:19 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-INVALID GST,26-Jul-2023 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2179618,GANESH BAURI,18-Jul-2023 09:21 AM,Rejected-Finance,LOST IN LOTTERY PROCESS,24-Sep-2023 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2180315,RABI NARAYAN NAYAK,18-Jul-2023 10:42 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-INVALID GST,26-Jul-2023 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2177092,RAMA CHANDRA PANDA,18-Jul-2023 12:22 PM,Rejected-Finance,LOST IN LOTTERY PROCESS,24-Sep-2023 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2175789,SANGRAM KESHARI SAHU,14-Jul-2023 05:09 PM,Accepted-AOC,L1,12-Nov-2023 05:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
