Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.xls,BILL OF QUANTITY,CONSTRUCTION OF ROAD AND DRAIN FROM PWD ROAD TO BRUNDABATI NAGAR LANE 2 IN WARD NO 01,ROAD DRAIN,Please refer Tender documents. ,NA ,"19,82,100",Civil Works - Others,NA ,Tender,90.0,120.0,GUNUPUR,765022.0,NA ,NA ,NA ,GUNUPUR,No ,No,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-58/2023-24,2023_ORULB_90286_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"19,821",Yes,percentage,1.0%,Nil,Nil,06-Jul-2023 10:00 AM,20-Jul-2023 11:00 AM,06-Jul-2023 10:00 AM,19-Jul-2023 05:00 PM,06-Jul-2023 10:00 AM ,19-Jul-2023 05:00 PM ,06-Jul-2023 10:00 AM,19-Jul-2023 05:00 PM,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,AOC,CHAIRPERSON,Internal,"CHAIRPERON,EXECUTIVE OFFICER,ASST. ENGINEER AND ASST. COLLECTOR, PROGRAME MANAGER",SATYASAMPARNA ROUT,24-Sep-2023 03:21 PM,techsummary_442650.pdf (258.84 KB),1.0,2178625.0,PASPUREDDY SUGRI (SC),INR,"1,982,098",Municipal Bodies||Gunupur Municipal Council,2023_ORULB_90286_5,GUN-MUN-58/2023-24,CONSTRUCTION OF ROAD AND DRAIN FROM PWD ROAD TO BRUNDABATI NAGAR LANE 2 IN WARD NO 01,1,2177551,Abani Ranjan Panigrahi,14-Jul-2023 12:15 PM,Rejected-Finance,LOST IN LOTTERY,24-Sep-2023 03:37 PM,12-Nov-2023,"INR 1,679,744.21",120.0,SATYASAMPARNA ROUT,12-Nov-2023 12:17 PM,5a.pdf (2031.00 KB),CONSTRUCTION OF ROAD AND DRAIN FROM PWD ROAD TO BRUNDABATI NAGAR LANE 2 IN WARD NO 01,CHAIRPERSON,Internal,"CHAIRPERON, EXECUTIVE OFFICER, ASST. ENGINEER AND ASST. COLLECTOR, PROGRAME MANAGER",SATYASAMPARNA ROUT,24-Sep-2023 03:37 PM,finsummary_442650.pdf (258.83 KB),Finance,OPENED,SATYASAMPARNA ROUT,26-Jul-2023 05:22 PM,finance_442650.pdf,BOQ Comparative Chart,AOC
,,.pdf,"LICENSE, PAN, GSTIN, AFFIDEVIT AND NO RALATION CERTIFICATE AND AS PER DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2177907,Anil Kumar Bishoyi,16-Jul-2023 03:34 PM,Rejected-Finance,LOST IN LOTTERY,24-Sep-2023 03:37 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2179149,BALAJI PANIGRAHI,19-Jul-2023 06:24 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-EMD NOT DEPOSITED,26-Jul-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2178675,BHARATI PADHY,19-Jul-2023 04:43 AM,Rejected-Finance,LOST IN LOTTERY,24-Sep-2023 03:37 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2178522,CHINNARI VENKATA KRISHNA RAO,16-Jul-2023 11:46 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-INVALID GST,26-Jul-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2179235,CH. NANDIKESWAR RAO,17-Jul-2023 05:09 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-INVALID GST,26-Jul-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2178625,PASPUREDDY SUGRI (SC),17-Jul-2023 05:36 PM,Accepted-AOC,L1,12-Nov-2023 12:18 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2176674,PRASANT KUMAR CHOUDHURY,12-Jul-2023 04:37 PM,Rejected-Finance,LOST IN LOTTERY,24-Sep-2023 03:37 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2179991,PRIYANKA PANDA,18-Jul-2023 08:33 PM,Rejected-Finance,LOST IN LOTTERY,24-Sep-2023 03:37 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2177397,RAKESH KUMAR PATRO,16-Jul-2023 12:12 PM,Rejected-Finance,LOST IN LOTTERY,24-Sep-2023 03:37 PM,,,,,,,,,,,,,,,,,,,,AOC
