S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2210812.0,BANCHHA SETH,INR,"1,395,344",Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,2023_OLIC_92535_18,OLIC-BLGR-02/2023-24,Revival of defunct Chantipadar-III L.I. Project under Gudvella Block (Sate Plan Fund).,SN Dalai,Internal,,Satchidananda Dalai,05-Nov-2023 09:48 PM,techsummary_449412.pdf (191.31 KB),05-Nov-2023,"INR 1,415,299.63",120.0,Satchidananda Dalai,05-Nov-2023 10:47 PM,18.pdf (1159.00 KB),1st Lowest,Finance,2 Nos. Bidders participated,Satchidananda Dalai,05-Nov-2023 06:06 PM,finance_449412.pdf,BOQ Comparative Chart,SN Dalai,Internal,,Satchidananda Dalai,05-Nov-2023 10:46 PM,finsummary_449412.pdf (191.31 KB),1,2210812,BANCHHA SETH,23-Aug-2023 05:35 PM,Accepted-AOC,1st Lowest,05-Nov-2023 10:48 PM,AOC,17-Aug-2023 11:00 AM,25-Aug-2023 11:00 AM,17-Aug-2023 11:00 AM,24-Aug-2023 05:00 PM,17-Aug-2023 11:00 AM ,23-Aug-2023 05:00 PM ,17-Aug-2023 11:00 AM,24-Aug-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, AFFIDAVIT, EMD, PAPER COST, NO RELATION CERTIFICATE AND OTHER DOCUMENTS AS PER DTCN","Executive Engineer, L.I.Division, Balangir","O/o the Executive Engineer, L.I.Division, Balangir",1,ICICI BANK,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,OLIC-BLGR-02/2023-24,2023_OLIC_92535_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Revival of defunct Chantipadar-III L.I. Project under Gudvella Block (Sate Plan Fund).,Revival of defunct Chantipadar-III L.I. Project under Gudvella Block (Sate Plan Fund).,Please refer Tender documents. ,NA ,"14,15,300",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,120.0,Bolangir,767002.0,NA ,NA ,NA ,"O/o the Executive Engineer, L.I.Division, Balangir",No ,No,"14,153",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2210839,SUKHBIR SINGH BEDI,24-Aug-2023 06:55 AM,Rejected-Finance,2nd Lowest,05-Nov-2023 10:46 PM,AOC,,,,,,,,,,,.xls,BOQ,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
