S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SC RandB Divn No.I-BAM-30/2023-24,2023_EICCL_94350_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Superintending Engineer Ganjam RandB Division No.I,Superintending Engineer Ganjam RandB Division No.I,"95,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, EMD (Online) RC, PAN, GSTIN, affidavt",New Construction of PHC Building at Alarigarh,New Construction of PHC Building at Alarigarh,Please refer Tender documents. ,NA ,"95,39,063",Civil Works - Buildings,NA ,Tender,90.0,180.0,Alarigarh,761100.0,NA ,NA ,NA ,Superintending Engineer Ganjam RandB Division No.I,No ,No,"10,000",0.0,Nil,Nil,No,14-Sep-2023 06:55 PM,26-Sep-2023 11:30 AM,14-Sep-2023 06:55 PM,25-Sep-2023 04:00 PM,14-Sep-2023 06:55 PM ,25-Sep-2023 04:00 PM ,14-Sep-2023 06:55 PM,25-Sep-2023 04:00 PM,11-Oct-2023 12:00 PM,AOC,Superintending Engineer,Internal,Sr DAO AE Estimators,Bankim Chandra Panda,11-Oct-2023 11:36 AM,11-Oct-2023 12:00 PM,techsummary_461666.pdf (322.69 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2023_EICCL_94350_2,SC RandB Divn No.I-BAM-30/2023-24,New Construction of PHC Building at Alarigarh,1.0,2269057.0,Manoj Kumar Sabat,INR,"8,586,111",Technical,"3Nos bidder are participate ,Tender under scrutiny",Neelima Behera,26-Sep-2023 12:23 PM,technical_461666.pdf,1,2269403,Debasish Mishra,25-Sep-2023 12:03 PM,Rejected-AOC,Reject due to 2nd lowest,18-Nov-2023 03:31 PM,Finance,"3Nos bidder are participate ,Tender under scrutiny",Bankim Chandra Panda,11-Oct-2023 12:30 PM,finance_461666.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,Sr DAO AE Estimators,Somanath Tripathy,18-Nov-2023 03:28 PM,finsummary_461666.pdf (339.44 KB),18-Nov-2023,"INR 8,586,111",180.0,Somanath Tripathy,18-Nov-2023 03:30 PM,87.pdf (339.00 KB),Contract awarded to Sri Manoj Ku Sabat,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Proof of ownership of machineries, lease deed, MOU, Other Document and forms as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2269721,Krushna Chandra Sethi,25-Sep-2023 01:13 PM,Rejected-AOC,Reject due to 3nd lowest,18-Nov-2023 03:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2269057,Manoj Kumar Sabat,25-Sep-2023 12:18 PM,Accepted-AOC,Win due to first lowest,18-Nov-2023 03:31 PM,,,,,,,,,,,,,,,,,,,,AOC
