S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,29-Sep-2023 11:00 AM,10-Oct-2023 11:00 AM,29-Sep-2023 11:00 AM,09-Oct-2023 05:00 PM,29-Sep-2023 11:00 AM ,03-Oct-2023 05:00 PM ,29-Sep-2023 11:00 AM,09-Oct-2023 05:00 PM,"Widening and strengthening of road Gunupur to Th.rampur such as shifting of HT line ,substation and LT lines near IB, Block office, Gramvikas school, kaniguma village chowk in the district of Kalahandi",Electrical Work,Please refer Tender documents. ,NA ,"17,25,342",Electrical Works,NA ,Tender,90.0,60.0,Bhawanipatna Kalahandi,766001.0,NA ,NA ,NA ,O/O SE Kalahandi R and B Division Bhawanipatna,No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor RC, PAN, GSTIN, Affidavits, undertaking Other documents as per DTCN",EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,BC KLD-20/2023-2024,2023_EICCL_94896_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,O/O Superintending Engineer Kalahandi R and B Division Bhawanipatna,"17,253",Yes,fixed,,Nil,Nil,AOC,1,2283134,DEBASISH PATRA,09-Oct-2023 04:55 PM,Rejected-Finance,Disqualified,23-Nov-2023 12:17 PM,23-Nov-2023,"INR 1,466,713",60.0,Prakash Kumar Behera,23-Nov-2023 12:18 PM,GunpurnearIB.pdf (293.00 KB),Superintending Engineer,Internal,,Prakash Kumar Behera,23-Nov-2023 12:14 PM,techsummary_464674.pdf (293.41 KB),Superintending Engineer,Internal,,Prakash Kumar Behera,23-Nov-2023 12:17 PM,finsummary_464674.pdf (293.41 KB),EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,2023_EICCL_94896_11,BC KLD-20/2023-2024,"Widening and strengthening of road Gunupur to Th.rampur such as shifting of HT line ,substation and LT lines near IB, Block office, Gramvikas school, kaniguma village chowk in the district of Kalahandi",1.0,2282806.0,Samir Kumar Pattjoshi Prop.of M/s Matru Shakti Electricals,INR,"1,466,713",Finance,3 nos bidder are admitted,Prakash Kumar Behera,10-Oct-2023 05:23 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2281664,M/s.Balinki Panigrahi Engg / Bhabani Sankar Panigrahi,09-Oct-2023 09:05 AM,Rejected-Finance,Disqualified,23-Nov-2023 12:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2282806,Samir Kumar Pattjoshi Prop.of M/s Matru Shakti Electricals,09-Oct-2023 03:45 PM,Accepted-AOC,Qualified,23-Nov-2023 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
