Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Gunupur Municipal Council,GUN-MUN-59/2023-24,2023_ORULB_92150_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,"16,561",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"LICENSE,GSTIN,PAN,AFFIDEVIT,NO RELATION CETIFICATE AND AS PER NIT AND DTCN",12-Aug-2023 10:00 AM,25-Aug-2023 11:00 AM,12-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,12-Aug-2023 10:00 AM ,22-Aug-2023 05:00 PM ,12-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,1,ICICI BANK,CONSTRUCTION OF ROAD IN KALKI NAGAR FROM LANE-1 TO LANE-2 IN WARD NO-10,CONSTRUCTION OF ROAD IN KALKI NAGAR FROM LANE-1 TO LANE-2 IN WARD NO-10,Please refer Tender documents. ,NA ,"16,56,119",Civil Works - Roads,NA ,Tender,45.0,75.0,GUNUPUR,765022.0,NA ,NA ,NA ,GUNUPUR,No ,No,AOC,Chairperson Gunupur Municipality,Internal,"CHAIRPERSON,GUNUPUR MUNICIPALITY, EXECUTIVE OFFICER, GUNUPUR MUNICIPALITY, ASST. ENGINEER, GUNUPUR MUNICIPALITY, ASST. COLLECTOR AND OTHER MEMBER",SATYASAMPARNA ROUT,28-Oct-2023 08:36 PM,finsummary_447684.pdf (1919.06 KB),Municipal Bodies||Gunupur Municipal Council,2023_ORULB_92150_28,GUN-MUN-59/2023-24,CONSTRUCTION OF ROAD IN KALKI NAGAR FROM LANE-1 TO LANE-2 IN WARD NO-10,1.0,2215420.0,CHINNARI VENKATA KRISHNA RAO,INR,"1,333,456.8",Finance,ALL BIDS ADMITTED,Biswanath Saraka,08-Sep-2023 08:57 PM,finance_447684.pdf,BOQ Comparative Chart,1,2215420,CHINNARI VENKATA KRISHNA RAO,24-Aug-2023 09:34 AM,Accepted-AOC,LOWEST QUOTEED VALUE,16-Nov-2023 01:51 PM,16-Nov-2023,"INR 1,403,491.044",75.0,SATYASAMPARNA ROUT,16-Nov-2023 01:51 PM,28p.pdf (3639.00 KB),CONSTRUCTION OF ROAD IN KALKI NAGAR FROM LANE-1 TO LANE-2 IN WARD NO-10,Chariperson Gunupur Municipality,Internal,"CHAIRPERSON,GUNUPUR MUNICIPALITY, EXECUTIVE OFFICER, GUNUPUR MUNICIPALITY, ASST. ENGINEER, GUNUPUR MUNICIPALITY, ASST. COLLECTOR AND OTHER MEMBER",SATYASAMPARNA ROUT,28-Oct-2023 08:33 PM,techsummary_447684.pdf (1919.06 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2214790,RAMA CHANDRA PANDA,24-Aug-2023 11:45 AM,Rejected-Finance,DUE TO EXCESS QUOTED VALUE,28-Oct-2023 08:36 PM,,,,,,,,,,,,,,AOC
