EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"2,52,300",Yes,fixed,,Nil,Nil,Construction of 100 seated Urban Modern Hostel at Nabarangpur College under Nabarangpur Block,Construction of 100 seated Urban Modern Hostel at Nabarangpur College under Nabarangpur Block,B and A Class ,NA ,"2,52,24,183",Civil Works - Buildings,Hostel Building ,Tender,90.0,270.0,Nabarangpur,764059.0,NA ,NA ,NA ,"ITDA, Nabarangpur",No ,No,"10,000",0.0,Nil,Nil,No,05-Sep-2023 03:00 PM,21-Sep-2023 11:30 AM,05-Sep-2023 03:00 PM,18-Sep-2023 05:00 PM,NA ,NA ,05-Sep-2023 03:00 PM,18-Sep-2023 05:00 PM,09-Oct-2023 09:00 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"PAN, Affidavit, Caste Certificate, Licence, Work Performance, TP Cost, EMD, Undertakings",Project Administrator,"Integrated Tribal Development Agency, Nabarangpur",ST and SC Development Deptt||ITDA Nabarangpur,ITDANBG-03/23-24,2023_STSCD_93858_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,17-Nov-2023,"INR 22,704,287",270.0,RAJEEB KUMAR SAHU,29-Nov-2023 04:10 PM,Nabarangpur.pdf (4477.00 KB),"Sri Maheswar Ch. Naik, OAS, ADM, Nabarangpur",Internal,"P.A, ITDA, Nabarangpur, District Treasury Officer, Nabarangpur, Dy. Executive Officer (Tech.), Zilla Parishad, Nabarangpur, AEE, ITDA, Nabarangpur",JAYKURBAN PETER TIRKEY,22-Oct-2023 12:53 PM,finsummary_458759.pdf (1806.76 KB),Technical,Technical Bids opened successfully,JAYKURBAN PETER TIRKEY,21-Sep-2023 12:19 PM,,1,2257803,Bhagaban Khora,15-Sep-2023 08:44 PM,Rejected-Technical,Not fulfilled Tender Clause No.111(g),07-Oct-2023 09:41 PM,Finance,Bids opened successfully,RAJEEB KUMAR SAHU,09-Oct-2023 09:45 AM,,BOQ Comparative Chart,1.0,2260801.0,SUBRAT MOHAPATRA,INR,"22,704,287",ST and SC Development Deptt||ITDA Nabarangpur,2023_STSCD_93858_2,ITDANBG-03/23-24,Construction of 100 seated Urban Modern Hostel at Nabarangpur College under Nabarangpur Block,"Sri Maheswar Ch. Naik, OAS, ADM, Nabarangpur",Mixed,"P.A, ITDA, Nabarangpur, District Treasury Officer, Nabarangpur, Deputy Executive Officer (Tech.) Zilla Parishad, Nabarangpur, Asst. Executive Engineer, ITDA, Nabarangpur",RAJEEB KUMAR SAHU,07-Oct-2023 09:41 PM,09-Oct-2023 09:00 AM,techsummary_458759.pdf (1551.23 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,2260679,M/S Radha Devi Trading Co Proprietor-Binod Agrawal,18-Sep-2023 03:04 PM,Rejected-AOC,L2,29-Nov-2023 04:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,2249923,Sanjaya Kumar Agrawal,17-Sep-2023 06:44 PM,Rejected-Technical,Not fulfilled Tender Clause No.111(g),07-Oct-2023 09:41 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,2256284,SUBARAO SENAPATI,15-Sep-2023 10:54 AM,Rejected-Technical,Not fulfilled Tender Clause No.111(g),07-Oct-2023 09:41 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,2260801,SUBRAT MOHAPATRA,18-Sep-2023 04:12 PM,Accepted-AOC,L1,29-Nov-2023 04:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
