Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"5,348",Yes,fixed,,Nil,Nil,EO,Basudevpur Municipality,1,ICICI BANK,Const of paver road in ward no.13,Construction of paver road from Talukh khan house towards Javir khan house in ward no.13,Please refer Tender documents. ,NA ,"5,34,849",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,04-Oct-2023 10:00 AM,11-Oct-2023 11:00 AM,04-Oct-2023 10:00 AM,10-Oct-2023 05:00 PM,NA ,NA ,04-Oct-2023 10:00 AM,10-Oct-2023 05:00 PM,Municipal Bodies||Basudevpur Municipality,BSP-05-2023-02,2023_ORULB_95080_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2283396,PRAKASH CHANDRA SETHI,INR,"635,197",Municipal Bodies||Basudevpur Municipality,2023_ORULB_95080_9,BSP-05-2023-02,Const of paver road in ward no.13,NIBEDITA BEHERA,Internal,"EO,ME,JE,ACCT",Samir Ranjan Dash,23-Nov-2023 11:06 AM,techsummary_465328.pdf (2709.72 KB),NIBEDITA BEHERA,Internal,,Samir Ranjan Dash,23-Nov-2023 12:23 PM,finsummary_465328.pdf (2709.72 KB),Finance,ok,Prashanta Nayak,13-Oct-2023 12:27 PM,finance_465328.pdf,BOQ Comparative Chart,23-Nov-2023,"INR 635,197",30.0,Samir Ranjan Dash,23-Nov-2023 12:29 PM,09.pdf (275.00 KB),OK,1,2283426,NIRANJAN MAHAPRASAD,09-Oct-2023 09:26 PM,Accepted-AOC,OK,23-Nov-2023 12:29 PM,AOC
,,,,,,,.xls,BOQ,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2283426,NIRANJAN MAHAPRASAD,INR,"690,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2283396,PRAKASH CHANDRA SETHI,09-Oct-2023 08:59 PM,Accepted-AOC,OK,23-Nov-2023 12:29 PM,AOC
