Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2023_OLIC_93179_2,Bid Id No.02 /OLIC (CTC) / Dt. 23/08/2,REVIVAL OF BAJAPURA-I LIFT IRRIGATION PROJECT,"EE LI DIVISION, CUTTACK",Internal,E.E L.I. DIVISION AND OTHERS,SHDHANA BEHERA,13-Nov-2023 04:52 PM,finsummary_454110.pdf (22.89 KB),13-Nov-2023,INR 11,365.0,SHDHANA BEHERA,13-Nov-2023 04:54 PM,BAJAPUR1.pdf (622.00 KB),WORK ORDER ISSUE,1.0,2247134.0,SUSHANTA KUMAR BARAL,INR,"1,100,136",Finance,2 Bidders Participation,SHDHANA BEHERA,12-Sep-2023 04:03 PM,,BOQ Comparative Chart,"EE LI DIVISION, CUTTACK",Internal,E.E L.I. DIVISION AND OTHERS,SHDHANA BEHERA,13-Nov-2023 04:49 PM,techsummary_454110.pdf (621.94 KB),1,2247272,NIRUPAMA BEHERA,10-Sep-2023 03:25 PM,Rejected-Technical,OK,13-Nov-2023 04:49 PM,AOC,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",Bid Id No.02 /OLIC (CTC) / Dt. 23/08/2,2023_OLIC_93179_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"11,001",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,Yes,REVIVAL OF BAJAPURA-I LIFT IRRIGATION PROJECT,REVIVAL OF BAJAPURA-I LIFT IRRIGATION PROJECT,Please refer Tender documents. ,NA ,"11,00,136",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,90.0,365.0,MAHANGA BLOCK,754001.0,NA ,NA ,NA ,"EE LI DIVISION, CUTTACK",No ,No,1,ICICI BANK,31-Aug-2023 10:00 AM,12-Sep-2023 10:00 AM,31-Aug-2023 10:00 AM,11-Sep-2023 05:00 PM,31-Aug-2023 10:00 AM ,11-Sep-2023 04:00 PM ,31-Aug-2023 10:00 AM,11-Sep-2023 05:00 PM,"EE LI DIVISION, CUTTACK","O/O EE LI DIVISION, CUTTACK",1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER COST, EMD AND ALL OTHERS DOCUMENTS AS PER DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2247134,SUSHANTA KUMAR BARAL,10-Sep-2023 01:27 PM,Accepted-AOC,L1,13-Nov-2023 04:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,.xls,BOQ,AOC
