Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Document as per DTCN,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,PATTAMUNDAI,25-Aug-2023 05:55 PM,05-Sep-2023 12:00 PM,25-Aug-2023 05:55 PM,05-Sep-2023 11:00 AM,25-Aug-2023 05:55 PM ,02-Sep-2023 05:00 PM ,25-Aug-2023 05:55 PM,05-Sep-2023 11:00 AM,"16,805",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,Municipal Bodies||Pattamundai Municipality,PM_03/2023-24,2023_ORULB_92942_80,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Const. of paverblock Road from Bijay Rout House to Pattamundai Smart Prak In Ward No - 14 (Part -01),Const. of paverblock Road from Bijay Rout House to Pattamundai Smart Prak In Ward No - 14 (Part -01),Please refer Tender documents. ,NA ,"16,80,508",Civil Works - Others,NA ,Tender,90.0,60.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,Pattamundai Municipality,No ,No,AOC,Municipal Bodies||Pattamundai Municipality,2023_ORULB_92942_80,PM_03/2023-24,Const. of paverblock Road from Bijay Rout House to Pattamundai Smart Prak In Ward No - 14 (Part -01),HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,16-Nov-2023 12:21 PM,finsummary_454360.pdf (127.06 KB),Finance,ok,Ajit Narayanprasad Giri,08-Sep-2023 11:48 AM,,BOQ Comparative Chart,1.0,2228401.0,BISWA BHUSAN SAMAL,INR,"1,680,496.67",1,2228401,BISWA BHUSAN SAMAL,04-Sep-2023 09:30 PM,Accepted-AOC,The Bidder Quoted Schedule Rate,16-Nov-2023 12:24 PM,16-Nov-2023,"INR 1,982,985",60.0,Ajit Narayanprasad Giri,16-Nov-2023 12:22 PM,AOC.pdf (154.00 KB),HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,16-Nov-2023 12:18 PM,techsummary_454360.pdf (114.17 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2233109,Mr. Anjan Kumar Rout,04-Sep-2023 09:02 PM,Rejected-AOC,The Bidder Quoted Excess Rate,16-Nov-2023 12:24 PM,,,,,,,,,,,,,AOC
