Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,ok,Prashanta Nayak,04-Sep-2023 03:59 PM,finance_453081.pdf,BOQ Comparative Chart,1,2224715,Paresh Kumar Jena,INR,"760,939",Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_16,BSPM-01-2023-24,Const of paver road from Cost canal road towards Kartik Barik house Ward 2,NIBEDITA BEHERA,Internal,"EO,ME,JE",Manas Kumar Dandapat,08-Nov-2023 11:08 AM,finsummary_453081.pdf (10275.71 KB),NIBEDITA BEHERA,Internal,"EO,ME,JE",Manas Kumar Dandapat,06-Nov-2023 12:10 PM,techsummary_453081.pdf (10275.71 KB),1,2224715,Paresh Kumar Jena,30-Aug-2023 01:00 PM,Accepted-AOC,OK,08-Nov-2023 12:09 PM,08-Nov-2023,"INR 710,210",30.0,Manas Kumar Dandapat,08-Nov-2023 12:08 PM,16.pdf (592.00 KB),OK,AOC,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,Const of paver road from Cost canal road towards Kartik Barik house Ward 2,Const of paver road from Cost canal road towards Kartik Barik house Ward 2,Please refer Tender documents. ,NA ,"6,08,995",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,EO,Basudevpur Municipality,"6,090",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,2224793,Sarojini Rout,INR,"710,210",,,,,,,,,,,,,,,,,2,2227140,Pitambar Mandal,31-Aug-2023 04:35 PM,Accepted-AOC,OK,08-Nov-2023 12:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,3,2227140,Pitambar Mandal,INR,"717,457",,,,,,,,,,,,,,,,,3,2224793,Sarojini Rout,30-Aug-2023 01:12 PM,Accepted-AOC,OK,08-Nov-2023 12:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
