Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Nimapara NAC,NP-NAC-01/2023-24,2023_ORULB_92666_59,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of paver road and RCC Drain from RWSS office to telephone exchange in W No.08,Construction of paver road and RCC Drain from RWSS office to telephone exchange in W No.08,Please refer Tender documents. ,NA ,"5,12,549",Civil Works - Others,NA ,Tender,120.0,60.0,"Nimapara NAC, Ward No-8",752106.0,NA ,NA ,NA ,OFFICE OF THE NIMAPARA NAC,No ,No,"4,000",0.0,Nil,Nil,No,29-Aug-2023 12:00 PM,13-Sep-2023 11:00 AM,29-Aug-2023 12:00 PM,11-Sep-2023 05:00 PM,NA ,NA ,29-Aug-2023 12:00 PM,11-Sep-2023 05:00 PM,"EXECUTIVE OFFICER, NIMAPARA NAC","OFFICE OF THE EXECUTIVE OFFICER, NIMAPARA NAC",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, Registration Certificate, Labour Licences, PAN, GST and Other Documents","5,125",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,Sasmita Sahoo,Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, Nimapara NAC, Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara",Saroj Kumar Acharya,16-Nov-2023 01:39 PM,finsummary_455414.pdf (237.51 KB),Municipal Bodies||Nimapara NAC,2023_ORULB_92666_59,NP-NAC-01/2023-24,Construction of paver road and RCC Drain from RWSS office to telephone exchange in W No.08,1.0,2245313.0,MANOJ KUMAR SWAIN,INR,"435,718",Finance,All three bidders are accepted.,Saroj Kumar Acharya,16-Nov-2023 01:30 PM,,BOQ Comparative Chart,1,2246696,GANGA DHARA SETHI,09-Sep-2023 09:46 PM,Rejected-AOC,rejected.,16-Nov-2023 01:41 PM,16-Nov-2023,"INR 435,718",60.0,Saroj Kumar Acharya,16-Nov-2023 01:41 PM,WO59.pdf (238.00 KB),MANOJ KUMAR SWAIN awarded as L1 bidder through lucky draw.,Sasmita Sahoo,Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, Nimapara NAC, Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara",Saroj Kumar Acharya,16-Nov-2023 01:32 PM,techsummary_455414.pdf (237.50 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, Undertaking and other documents as per DTCN",,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2245313,MANOJ KUMAR SWAIN,08-Sep-2023 04:36 PM,Accepted-AOC,accepted.,16-Nov-2023 01:41 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2243934,SARASWATI ENGINEERING PROP.KAMALA KRISHNA RAO ACHARYA,11-Sep-2023 04:20 PM,Rejected-AOC,rejected.,16-Nov-2023 01:41 PM,,,,,,,,,,,,,,AOC
