Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Civil and Electrical License, PAN,GST,Labour License, Affidevit, Joint Venture, Experience",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2175/16.08.2023,2023_OLIC_92911_63,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,2nd Corrigendum,Fee,,"Executive Engineer, L.I Division, Nabarangpur","L.I Division, Nabarangpur 764059","14,300",No,percentage,1.0%,Nil,Nil,Kosagumuda-IV L.I.P,"Re-installation, electrification and energisation of Kosagumuda-IV L.I.P under Kosagumuda Block of Nabarangpur District.",As per DTCN ,NA ,"14,30,000",Civil Works - Lift Irrigation Schemes,Electrification Work ,Tender,180.0,90.0,Nabarangppur,764059.0,NA ,NA ,NA ,"Office of the E.E, L.I Division, Nabarangpur",No ,No,1.0,ICICI BANK,31-Aug-2023 10:00 AM,08-Sep-2023 11:00 AM,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,31-Aug-2023 10:00 AM ,04-Sep-2023 01:00 PM ,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,AOC,1,2242857,CHANDAN NAYAK,07-Sep-2023 02:55 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:17 PM,09-Nov-2023,"INR 1,518,829",90.0,Jayaram Behera,09-Nov-2023 04:15 PM,Kosagumuda-IV.pdf (2360.00 KB),Execution work of Kosagumuda-IV L.I.P,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Jayaram Behera,09-Nov-2023 04:12 PM,finsummary_454677.pdf (31.26 KB),Finance,Opened Successfully,Jayaram Behera,17-Sep-2023 03:35 PM,finance_454677.pdf,BOQ Comparative Chart,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,06-Nov-2023 11:47 AM,techsummary_454677.pdf (27.98 KB),1.0,2235482.0,M/S SHANTI POWER AND CONSTRUCTION,INR,"1,518,829",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2023_OLIC_92911_63,2175/16.08.2023,Kosagumuda-IV L.I.P,AOC
,,.pdf,TCN Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,2,2240295,HARA PRASAD NAYAK,06-Sep-2023 09:38 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Less GST deposited on tender paper cost,17-Sep-2023 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2240739,HEMANT KUMAR NAYAK,06-Sep-2023 09:32 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2243144,M/A OOMKAR TECNICAL SERVICE (P) LTD,07-Sep-2023 03:41 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2241616,M/S. MAA DURGA ENGINEERING ASSOCIATES,07-Sep-2023 11:50 AM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2239700,M/S MAHAMAYEE ENTERPRISES,06-Sep-2023 04:40 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2238363,M/S. PADHI ELECTRICALS,05-Sep-2023 11:27 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2235482,M/S SHANTI POWER AND CONSTRUCTION,06-Sep-2023 01:40 PM,Accepted-AOC,Accepted and won the lottery,09-Nov-2023 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2240551,RABINDRA KUMAR SIA,06-Sep-2023 09:17 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2242768,"SAI VAISHNAVI ENTERPRISES, PROP. RAJ KUMAR PATRA",07-Sep-2023 02:36 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
