Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Special repair to CC Road from Trinath Mandir to the house of Udayanath Sahoo at Krushna Chandrapur Patna in Ward no. 12 of NAC Daspalla,Special repair to CC Road from Trinath Mandir to the house of Udayanath Sahoo at Krushna Chandrapur Patna in Ward no. 12 of NAC Daspalla,Please refer Tender documents. ,NA ,"4,42,000",Civil Works - Roads,NA ,Tender,90.0,90.0,DASPALLA,752084.0,NA ,NA ,NA ,NAC OFFICE DASPALLA,No ,No,29-Jun-2023 12:00 PM,13-Jul-2023 11:00 AM,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,NA ,NA ,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,Municipal Bodies||Daspalla NAC,NAC-Daspalla/ 01/2023-24,2023_ORULB_89922_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,1,ICICI BANK,"EXECUTIVE OFFICER,NAC DASPALLA","EXECUTIVE OFFICER,NAC DASPALLA","4,420",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,AOC,Municipal Bodies||Daspalla NAC,2023_ORULB_89922_44,NAC-Daspalla/ 01/2023-24,Special repair to CC Road from Trinath Mandir to the house of Udayanath Sahoo at Krushna Chandrapur Patna in Ward no. 12 of NAC Daspalla,SMT PUNAM PRIYADARSHINEE,Internal,,Dillip Kumar Behera,13-Oct-2023 02:49 PM,finsummary_441849.pdf (223.58 KB),Finance,OK,Ashok Kumar Dalabehera,10-Aug-2023 03:37 PM,finance_441849.pdf,BOQ Comparative Chart,1.0,2175328.0,RASMIRANJAN MISHRA,INR,"374,576",01-Nov-2023,"INR 374,576",90.0,Dillip Kumar Behera,04-Nov-2023 04:09 PM,44.pdf (245.00 KB),1,2175424,PRADIPT KUMAR BEHERA,10-Jul-2023 10:54 PM,Rejected-Finance,EXCESS,13-Oct-2023 02:49 PM,SMT PUNAM PRIYADARSHINEE,Internal,,Ashok Kumar Dalabehera,10-Aug-2023 03:38 PM,techsummary_441849.pdf (3871.32 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,.pdf,ALL TENDER DOCUMENTS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2175328,RASMIRANJAN MISHRA,10-Jul-2023 10:47 PM,Accepted-AOC,OK,04-Nov-2023 04:10 PM,,,,,,,AOC
