EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"3,480",Yes,fixed,,Nil,Nil,28-Aug-2023 11:00 AM,07-Sep-2023 11:00 AM,28-Aug-2023 11:00 AM,05-Sep-2023 05:00 PM,NA ,NA ,28-Aug-2023 11:00 AM,05-Sep-2023 05:00 PM,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,dtcn,Municipal Bodies||Vyasanagar Municipality,3/VNM/2023-24 DT-24.08.2023,2023_ORULB_93205_99,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Paver Road from Gandharba sahoo House to Dipesh Singh house in ward No-02,civil work road,Please refer Tender documents. ,NA ,"3,47,830",Civil Works - Roads,NA ,Tender,30.0,30.0,vyasanagar municipality,755019.0,NA ,NA ,NA ,executive office chamber vyasanagar municipality,No ,No,1,ICICI BANK,executive officer,vyasanagar Municipality,AOC,1,2232508,BAILOCHAN BARIK,03-Sep-2023 11:42 AM,Rejected-Finance,DUE TO L2,06-Nov-2023 03:06 PM,06-Nov-2023,"INR 347,822.351",45.0,Jheda Parween,06-Nov-2023 03:08 PM,KALAKAR.pdf (297.00 KB),L1,EO,Internal,JEME,Jheda Parween,06-Nov-2023 03:04 PM,techsummary_455333.pdf (406.90 KB),EO,Internal,JE ME,Jheda Parween,06-Nov-2023 03:06 PM,finsummary_455333.pdf (406.90 KB),Municipal Bodies||Vyasanagar Municipality,2023_ORULB_93205_99,3/VNM/2023-24 DT-24.08.2023,Construction of Paver Road from Gandharba sahoo House to Dipesh Singh house in ward No-02,1.0,2232440.0,Kalakar Barik,INR,"347,822.351",Finance,OK,Jheda Parween,06-Nov-2023 03:03 PM,finance_455333.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC,2,2232440,Kalakar Barik,03-Sep-2023 11:01 AM,Accepted-AOC,DUE TO L1,06-Nov-2023 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
