S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,ICICI BANK,EXECUTIVE OFFICER,GUDARI NAC,1.0,Fee/PreQual/Technical/Finance,.pdf,LICENSE EMD PAPER COST GST CLEARANCE ETC,23-Aug-2023 06:00 PM,02-Sep-2023 11:00 AM,23-Aug-2023 06:00 PM,01-Sep-2023 06:00 PM,NA ,NA ,23-Aug-2023 06:00 PM,01-Sep-2023 06:00 PM,"4,803",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,Municipal Bodies||Gudari NAC,GUD-NAC-02-2023-24,2023_ORULB_92898_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Paver road at bada sauraa sahi Ward No-11 Gudari NAC under Green Field scheme.,Construction of Paver road at bada sauraa sahi Ward No-11 Gudari NAC under Green Field scheme.,Please refer Tender documents. ,NA ,"4,80,266",Civil Works - Others,NA ,Rate Contract,90.0,30.0,GUDARI,765026.0,NA ,NA ,NA ,GUDARI NAC,No ,No,AOC,26-Sep-2023,"INR 481,762",30.0,Murali Krushna Panda,19-Nov-2023 01:55 PM,41.pdf (391.00 KB),1,2227089,Balaram Panigrahi,31-Aug-2023 08:37 PM,Rejected-AOC,REJECTED IN LOTTERY,19-Nov-2023 01:57 PM,"Chairperson, Gudari NAC",Internal,"Executive Officer, Gudari NAC Municipal Engineer Gudari NAC Junior Engineer, Gudari NAC Accountant Gudari NAC",Girish Chandra Mishra,16-Sep-2023 03:25 PM,techsummary_452769.pdf (1044.27 KB),Municipal Bodies||Gudari NAC,2023_ORULB_92898_41,GUD-NAC-02-2023-24,Construction of Paver road at bada sauraa sahi Ward No-11 Gudari NAC under Green Field scheme.,"Chairperson, Gudari NAC",Internal,"Executive Officer, Gudari NAC Municipal Engineer Gudari NAC Junior Engineer, Gudari NAC Accountant Gudari NAC",Girish Chandra Mishra,20-Sep-2023 08:49 PM,finsummary_452769.pdf (1044.27 KB),Finance,OUT OF TWO BIDDER PRABHATA KUMAR MISHRA STOOD L1. DOWNLOADED FOR FINAL SCRUTINY.,Girish Chandra Mishra,05-Sep-2023 03:36 PM,finance_452769.pdf,BOQ Comparative Chart,1.0,2228501.0,PRABHATA KUMAR MISHRA,INR,"481,762",AOC
2,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2228501,PRABHATA KUMAR MISHRA,01-Sep-2023 01:33 PM,Accepted-AOC,SELECTED IN LOTTERY,19-Nov-2023 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
