Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Municipal Bodies||Gunupur Municipal Council,2023_ORULB_93760_6,GUN-MUN-60/2023-24,CONSTRUCTION OF ROAD FROM PWD ROAD TO JAGANATHGUDA VIA URBAN PHC IN WARD NO 11,1.0,2258909.0,KORADA KOMALI,INR,"1,958,283.56","Chairperson,Gunupur Municipality",Internal,"CHAIRPERSON,GUNUPUR MUNICIPALITY, EXECUTIVE OFFICER, GUNUPUR MUNICIPALITY, ASST. ENGINEER, GUNUPUR MUNICIPALITY, ASST. COLLECTOR AND OTHER MEMBER",SATYASAMPARNA ROUT,02-Nov-2023 11:05 PM,techsummary_458232.pdf (713.21 KB),16-Nov-2023,"INR 2,303,592.029",70.0,SATYASAMPARNA ROUT,16-Nov-2023 08:29 PM,6.pdf (3482.00 KB),CONSTRUCTION OF ROAD FROM PWD ROAD TO JAGANATHGUDA VIA URBAN PHC IN WARD NO 11,Finance,OPENED,Biswanath Saraka,04-Oct-2023 04:01 PM,finance_458232.pdf,BOQ Comparative Chart,"Chairperso,Gunupur Municipality",Internal,"CHAIRPERSON,GUNUPUR MUNICIPALITY, EXECUTIVE OFFICER, GUNUPUR MUNICIPALITY, ASST. ENGINEER, GUNUPUR MUNICIPALITY, ASST. COLLECTOR AND OTHER MEMBER",SATYASAMPARNA ROUT,02-Nov-2023 11:12 PM,finsummary_458232.pdf (713.21 KB),1,2258890,CHINNARI VENKATA KRISHNA RAO,16-Sep-2023 03:22 PM,Rejected-Finance,DUE TO EXCESS QUOTED VALUE,02-Nov-2023 11:12 PM,AOC,04-Sep-2023 10:00 AM,18-Sep-2023 11:00 AM,04-Sep-2023 10:00 AM,16-Sep-2023 05:00 PM,NA ,NA ,04-Sep-2023 10:00 AM,16-Sep-2023 05:00 PM,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-60/2023-24,2023_ORULB_93760_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,"LICENSE,GSTIN,PAN,AFFIDAVIT,NO RELATION CERTIFICATE AND AS PER DTCN","6,000",0.0,Nil,Nil,No,CONSTRUCTION OF ROAD FROM PWD ROAD TO JAGANATHGUDA VIA URBAN PHC IN WARD NO 11,CONSTRUCTION OF ROAD FROM PWD ROAD TO JAGANATHGUDA VIA URBAN PHC IN WARD NO 11,Please refer Tender documents. ,NA ,"27,18,239",Civil Works - Roads,NA ,Tender,90.0,70.0,GUNUPUR,765022.0,NA ,NA ,NA ,GUNUPUR MUNICIPALITY,No ,No,1.0,ICICI BANK,"27,182",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2258127,DILLESWAR JOGI,16-Sep-2023 09:34 AM,Rejected-Finance,DUE TO EXCESS QUOTED VALUE,02-Nov-2023 11:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2258909,KORADA KOMALI,16-Sep-2023 03:29 PM,Accepted-AOC,LOWEST QUOTED VALUE,16-Nov-2023 08:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2256742,SASMITA PANDA,15-Sep-2023 01:10 PM,Rejected-Finance,DUE TO EXCESS QUOTED VALUE,02-Nov-2023 11:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2233904,TANGUDU VENKATA RAMANA,14-Sep-2023 12:28 PM,Rejected-Finance,DUE TO EXCESS QUOTED VALUE,02-Nov-2023 11:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
