S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,31-Jan-2023 05:00 PM,03-Apr-2023 11:30 AM,31-Jan-2023 05:00 PM,31-Mar-2023 05:00 PM,31-Jan-2023 05:00 PM ,04-Feb-2023 05:00 PM ,31-Jan-2023 05:00 PM,31-Mar-2023 05:00 PM,05-Jul-2023 11:00 AM,0.0,No,fixed,,Nil,Nil,Selection of an Agency for preparation of Detailed Project Report for the work Construction of 2nd Bridge over Bramhani at Patrapur on Cuttack Chandabali Road,Selection of an Agency for preparation of Detailed Project Report for the work Construction of 2nd Bridge over Bramhani at Patrapur on Cuttack Chandabali Road,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Empanelment,120.0,90.0,Chandabali,756133.0,NA ,NA ,NA ,"Vikash Bhawan, Nayapalli, Bhubaneswar",No ,No,1.0,Fee/PreQual/Technical,.pdf,"RC, PAN, GSTIN, Documents as per RFP","5,000",0.0,Nil,Nil,No,Orissa Bridge and Construction Corporation Ltd,76/Tender/OBCC/2022-23,2023_OBCC_85710_1,Yes,Open Tender,Turn-key,Services,2.0,No,No,Online,No,No,No,EIC-cum-MD,"Vikash Bhawan, Nayapalli, Bhubaneswar",1.0,Corrigendum No.5,Date,,AOC,Finance,Total three (03) nos. of financial bids have been received and opened.,MANISHA SAMAL,05-Jul-2023 11:23 AM,,BOQ Comparative Chart,20-Nov-2023,"INR 2,349,000",90.0,MANISHA SAMAL,20-Nov-2023 04:17 PM,AGREEMENT.pdf (896.00 KB),1.0,2101568.0,ARKITECHNO Consultants (India) Pvt. Ltd.,INR,"2,349,000",Technical,Total 4 nos of technical bid received and opened,MANISHA SAMAL,03-Apr-2023 12:11 PM,,Managing Director,Internal,,MANISHA SAMAL,20-Nov-2023 04:12 PM,finsummary_426924.pdf (1122.50 KB),Orissa Bridge and Construction Corporation Ltd,2023_OBCC_85710_1,76/Tender/OBCC/2022-23,Selection of an Agency for preparation of Detailed Project Report for the work Construction of 2nd Bridge over Bramhani at Patrapur on Cuttack Chandabali Road,1.0,2096798.0,ARCHCONS CREATIONS,09-Mar-2023 04:32 PM,Rejected-Technical,Not qualified in technical evaluation as per clause no 1 of section 2 (information to biddre),04-Jul-2023 05:56 PM,EIC-cum-Managing Director,Internal,,MANISHA SAMAL,04-Jul-2023 05:56 PM,05-Jul-2023 11:00 AM,techsummary_426924.pdf (1062.02 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,As per RFP-1,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum No. 1,Technical Bid,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2101568.0,ARKITECHNO Consultants (India) Pvt. Ltd.,31-Mar-2023 04:01 PM,Accepted-AOC,Accepted as 1st rank bidder,20-Nov-2023 04:18 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,As per RFP-2,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2089745.0,M/s. CADD CONSULING ENGINEERS PRIVATE LIMITED,31-Mar-2023 03:38 PM,Rejected-Finance,Rejected as 3rd rank bidder,20-Nov-2023 04:12 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,As per RFP-3,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2079635.0,S.M. Consultants Pvt. Ltd.,31-Mar-2023 01:22 PM,Rejected-Finance,Rejected as 2nd rank bidder,20-Nov-2023 04:12 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
