Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,"2,309",Yes,fixed,,Nil,Nil,Executive Officer,Udala NAC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Udala NAC,UDLN-02/2023-24,2023_ORULB_94260_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Construction of Paver Road from Uday Mohakud House to Debendra Mohakud House in Ward No-10 Under Udala NAC,Construction of Paver Road from Uday Mohakud House to Debendra Mohakud House in Ward No-10 Under Udala NAC,Please refer Tender documents. ,NA ,"2,30,948",Civil Works - Roads,NA ,Tender,90.0,30.0,Udala,757041.0,NA ,NA ,NA ,Udala NAC,No ,No,16-Sep-2023 10:00 AM,28-Sep-2023 03:00 PM,16-Sep-2023 10:00 AM,28-Sep-2023 02:30 PM,NA ,NA ,16-Sep-2023 10:00 AM,28-Sep-2023 02:30 PM,AOC,Municipal Bodies||Udala NAC,2023_ORULB_94260_27,UDLN-02/2023-24,Construction of Paver Road from Uday Mohakud House to Debendra Mohakud House in Ward No-10 Under Udala NAC,Executive Officer,Mixed,"Assistant Collector, Account Officer, ME and JE",DHANESWAR KISKU,07-Nov-2023 07:01 PM,finsummary_462112.pdf (260.52 KB),Finance,Tender opened and send for scrutiny of documents before the tender committe,Susanta Kumar Patra,12-Oct-2023 07:40 PM,,BOQ Comparative Chart,1.0,2270863.0,MITU NAIK,INR,"196,329",1,2273892,DIPAK KUMAR DAS,27-Sep-2023 10:57 PM,Rejected-AOC,Not Qualify through Lottery,07-Nov-2023 07:04 PM,07-Nov-2023,"INR 196,329",30.0,DHANESWAR KISKU,07-Nov-2023 07:02 PM,27WO.pdf (419.00 KB),Selected through lottery process,Executive Officer,Mixed,"Assistant Collector, Account Officer, ME and JE",DHANESWAR KISKU,07-Nov-2023 06:57 PM,techsummary_462112.pdf (260.52 KB),AOC
,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2270863,MITU NAIK,25-Sep-2023 08:16 PM,Accepted-AOC,Qualify through Lottery System,07-Nov-2023 07:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2273904,RANJAN KUMAR PATRA,28-Sep-2023 11:40 AM,Rejected-AOC,Not Qualify through Lottery,07-Nov-2023 07:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2271101,SANJAY KUMAR PUHAN,28-Sep-2023 02:53 AM,Rejected-AOC,Not Qualify through Lottery,07-Nov-2023 07:04 PM,,,,,,,,,,,,,,AOC
