Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
SMT PUNAM PRIYADARSHINEE,Internal,,Dillip Kumar Behera,10-Aug-2023 01:30 PM,techsummary_441904.pdf (3874.93 KB),01-Nov-2023,"INR 368,644",90.0,Dillip Kumar Behera,06-Nov-2023 11:02 AM,62.pdf (236.00 KB),1,2176129,PRAKASH MOHAPATRA,11-Jul-2023 11:24 PM,Rejected-Finance,EXCESS,13-Oct-2023 05:11 PM,1.0,2175944.0,RAMA CHANDRA NAYAK,INR,"368,644",Finance,OK,Dillip Kumar Behera,10-Aug-2023 01:14 PM,finance_441904.pdf,BOQ Comparative Chart,SMT PUNAM PRIYADARSHINEE,Internal,,Dillip Kumar Behera,13-Oct-2023 05:11 PM,finsummary_441904.pdf (217.77 KB),Municipal Bodies||Daspalla NAC,2023_ORULB_89922_62,NAC-Daspalla/ 01/2023-24,Renovation of Community Center in Ward No.12 of NAC Daspalla.,AOC,"EXECUTIVE OFFICER,NAC DASPALLA","EXECUTIVE OFFICER,NAC DASPALLA",Renovation of Community Center in Ward No.12 of NAC Daspalla.,Renovation of Community Center in Ward No.12 of NAC Daspalla.,Please refer Tender documents. ,NA ,"4,35,000",Civil Works - Roads,NA ,Tender,90.0,90.0,DASPALLA,752084.0,NA ,NA ,NA ,NAC OFFICE DASPALLA,No ,No,1,ICICI BANK,"2,000",0.0,Nil,Nil,No,Municipal Bodies||Daspalla NAC,NAC-Daspalla/ 01/2023-24,2023_ORULB_89922_62,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,350",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,29-Jun-2023 12:00 PM,13-Jul-2023 11:00 AM,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,NA ,NA ,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,AOC
,,,,,,,,,,,,2,2175944,RAMA CHANDRA NAYAK,11-Jul-2023 06:18 PM,Accepted-AOC,OK,06-Nov-2023 11:03 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ALL TENDER DOCUMENTS,,,,,,,,,AOC
