EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"14,700",Yes,fixed,,Nil,Nil,Construction of Precast compound wall for 100 seated Girls hostel at OdishaAdarshaVidyalaya at Tadama in the Dist.of Rayagada,Construction of Precast compound wall for 100 seated Girls hostel at Odisha Adarsha Vidyalaya at Tadama in the Dist.of Rayagada,Please refer Tender documents. ,NA ,"14,69,260",Civil Works - Bridges,NA ,Tender,90.0,60.0,RAYAGADA(R AND B)DIVISION NO-I,765001.0,NA ,NA ,NA ,RAYAGADA(R AND B)DIVISION NO-I,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN AND OTHER DOCUMENTS AS PER DETAILED TENDER CALL NOTICE AND ANNEXURE CONDITIONS",1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,RC(RANDB)RGD05/2023-24,2023_EICCL_93438_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,31-Aug-2023 11:00 AM,15-Sep-2023 11:00 AM,31-Aug-2023 11:00 AM,14-Sep-2023 05:00 PM,NA ,NA ,31-Aug-2023 11:00 AM,14-Sep-2023 05:00 PM,EXECUTIVE ENGINEER RAYAGADA(R AND B)DIVISION NO-I,O/O THE EXECUTIVE ENGINEER RAYAGADA(R AND B)DIVISION NO-I,"6,000",0.0,Nil,Nil,No,AOC,1.0,2252125.0,SUBHASHREE PATTANAAK,INR,"1,249,018",EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,2023_EICCL_93438_2,RC(RANDB)RGD05/2023-24,Construction of Precast compound wall for 100 seated Girls hostel at OdishaAdarshaVidyalaya at Tadama in the Dist.of Rayagada,Executive Engineer Rayagada (RandB) Division No 1,Internal,"AEE estimator, JE estimator, DAO Rayagada (RandB) Division no 1",Ambikeya Mishra,10-Nov-2023 08:21 PM,techsummary_455717.pdf (1752.81 KB),10-Nov-2023,"INR 1,249,018",60.0,Ambikeya Mishra,10-Nov-2023 08:38 PM,Agreementno130.pdf (1753.00 KB),Work order and agreement page,Executive Engineer rayagada (RandB) Division No 1,Internal,"AEE estimator, Je estimator, DAO Rayagada (RandB) Division No1",Ambikeya Mishra,10-Nov-2023 08:34 PM,finsummary_455717.pdf (1752.81 KB),Finance,BID OPENING SUMMERY AND WORK ORDER DETAILS,Ambikeya Mishra,10-Nov-2023 08:03 PM,finance_455717.pdf,BOQ Comparative Chart,1,2254340,BHAVANI PRASAD PATTANAIK,14-Sep-2023 12:19 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,10-Nov-2023 08:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2246262,BHIMSEN AGRAWAL,11-Sep-2023 12:46 AM,Rejected-AOC,Disqualified,10-Nov-2023 08:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2252421,DEBADATTA NANDA,14-Sep-2023 12:02 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,10-Nov-2023 08:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2244756,GOPAL KRUSHNA PANDA,09-Sep-2023 06:49 PM,Rejected-AOC,Disqualified,10-Nov-2023 08:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2245664,LAICHAN KARKARIA,09-Sep-2023 12:04 PM,Rejected-AOC,Disqualified,10-Nov-2023 08:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2249702,LOKANATH LENKA,13-Sep-2023 05:15 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,10-Nov-2023 08:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2251964,MELAKA MANIKA RAO,12-Sep-2023 07:39 PM,Rejected-AOC,Disqualified,10-Nov-2023 08:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2235103,MONAJ PANDA,06-Sep-2023 11:49 AM,Rejected-AOC,Disqualified,10-Nov-2023 08:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2239154,RAHIDAS BATRIA,06-Sep-2023 06:26 PM,Rejected-AOC,Disqualified,10-Nov-2023 08:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2249716,RAJANI KANTA BEHERA,14-Sep-2023 12:02 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,10-Nov-2023 08:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2245739,RANJIT KUMAR NAIK,09-Sep-2023 11:11 AM,Rejected-AOC,Disqualified,10-Nov-2023 08:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2232874,SANGRAM KESHAR PATNAIK,03-Sep-2023 02:31 PM,Rejected-AOC,Disqualified,10-Nov-2023 08:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2251716,SMT. ABHILIPSA RATH,12-Sep-2023 06:11 PM,Rejected-AOC,Disqualified,10-Nov-2023 08:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2252125,SUBHASHREE PATTANAAK,12-Sep-2023 09:10 PM,Accepted-AOC,1st lowest bidder ( winner of the transparent lottery),10-Nov-2023 08:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2232915,TIRUPATI PRASAD PANIGRAHI,03-Sep-2023 03:07 PM,Rejected-AOC,Disqualified,10-Nov-2023 08:42 PM,AOC
