Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.xls,Bill of Quantity,1,ICICI BANK,Municipal Bodies||Balangir Municipality,BLGR MPTY/03(01-68)/2023-24,2023_ORULB_90376_38,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,1st CORRIGENDUM,Date,,"6,000",0.0,Nil,Nil,No,07-Jul-2023 09:00 AM,25-Jul-2023 11:00 AM,07-Jul-2023 09:00 AM,24-Jul-2023 05:00 PM,NA ,NA ,07-Jul-2023 09:00 AM,24-Jul-2023 05:00 PM,"15,000",Yes,fixed,,Nil,Nil,"Improvement of Road from IHSDP Building to Sudam Deep res,Khalipali,W.No.17",Road Work,Please refer Tender Documents  ,NA ,,Civil Works - Roads,NA ,Tender,180.0,90.0,Balangir Municipality,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir",AOC,Municipal Bodies||Balangir Municipality,2023_ORULB_90376_38,BLGR MPTY/03(01-68)/2023-24,"Improvement of Road from IHSDP Building to Sudam Deep res,Khalipali,W.No.17","Lika Sahu,Chairperson",Internal,"Chairperson , Executive Officer,Municipal Engineer,Asst. Engineer, Junior Engineer, Balangir Municipality.",Rojalisa Rout,31-Jul-2023 06:15 PM,finsummary_443146.pdf (23.75 KB),Finance,2 Nos. of bidders are participated,Rojalisa Rout,28-Jul-2023 07:29 PM,,BOQ Comparative Chart,1.0,2184114.0,SURAJ KUMAR PATEL,INR,"1,265,892.45",08-Sep-2023,"INR 1,265,892.45",90.0,Biswambhar Mishra,01-Nov-2023 05:47 PM,WO0320232438.pdf (232.00 KB),After approval of the tender Committee contractor Sri Suraj Kumar Patel is awarded the work vide W/O No.3488 Dt.08.09.2023.,1,2184061,SUDHANIDHI DEEP,23-Jul-2023 11:37 PM,Rejected-Finance,other then L1 Bidder,31-Jul-2023 06:15 PM,"Lika Sahu,Chairperson, Balangir Municipality",Internal,"Chairperson , Executive Officer, Municipal Engineer,Asst. Engineer, Junior Engineer, Balangir Municipality.",Rojalisa Rout,30-Jul-2023 05:00 PM,techsummary_443146.pdf (87.45 KB),AOC
,,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2184114,SURAJ KUMAR PATEL,24-Jul-2023 01:43 AM,Accepted-AOC,L1,01-Nov-2023 05:48 PM,,,,,,,AOC
