Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
NIBEDITA BEHERA,Internal,"EO,ME,JE,ACCT",Samir Ranjan Dash,22-Nov-2023 01:28 PM,techsummary_453647.pdf (10278.84 KB),22-Nov-2023,"INR 1,955,227",30.0,Samir Ranjan Dash,22-Nov-2023 04:43 PM,92.pdf (254.00 KB),ok,1,2225071,Lipak Kumar Muduli,30-Aug-2023 03:55 PM,Accepted-AOC,ok,22-Nov-2023 04:44 PM,1,2225071,Lipak Kumar Muduli,INR,"1,955,227",Finance,ok,Manas Kumar Dandapat,04-Sep-2023 11:50 AM,finance_453647.pdf,BOQ Comparative Chart,NIBEDITA BEHERA,Internal,"EO,ME,JE",Samir Ranjan Dash,22-Nov-2023 03:38 PM,finsummary_453647.pdf (10278.84 KB),Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_92,BSPM-01-2023-24,Construction of paver road from Kasimuddin house to Canal road ward 16,AOC,EO,Basudevpur Municipality,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,1,ICICI BANK,Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_92,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of paver road from Kasimuddin house to Canal road ward 16,Construction of paver road from Kasimuddin house to Canal road ward 16,Please refer Tender documents. ,NA ,"15,77,467",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"15,775",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,2225189,SK SAFI,30-Aug-2023 04:47 PM,Accepted-AOC,ok,22-Nov-2023 04:44 PM,2,2225189,SK SAFI,INR,"1,974,027",,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
