Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Superintedning Engineer,Internal,se dao aee,Srikanta Samal,28-Sep-2023 12:58 PM,techsummary_448772.pdf (948.57 KB),EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN PARALAKHEMUNDI,2023_EICCL_92422_3,SE-PKD-RandB-DIVN-13/2023-24,S/R to K.Sitapur Kasinagar Raod Via Hadubhangi SH-4 (A) such as construction of RCC Drain from 14/000 km to 14/252 km (LHS) upto Forest gate Square for the year 2023-24.,1.0,2208522.0,D.HARISH KUMAR,INR,"2,852,111",1,2216059,ANU NAYAK,24-Aug-2023 01:24 PM,Rejected-Technical,Disqualified because non furnish of Sc H and F and not meeting critiera of Scl,28-Sep-2023 12:58 PM,04-Nov-2023,"INR 2,852,111",60.0,Srikanta Samal,04-Nov-2023 01:17 PM,P1.13.03.pdf (1116.00 KB),AOC,Finance,os,Srikanta Samal,28-Sep-2023 12:50 PM,finance_448772.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,SE DAO AEE,Srikanta Samal,04-Nov-2023 12:59 PM,finsummary_448772.pdf (1079.41 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,VALID RC PAN GSTIN AFFIDAVIT,"33,600",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,15-Aug-2023 10:00 AM,25-Aug-2023 12:00 PM,15-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,NA ,NA ,15-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN PARALAKHEMUNDI,SE-PKD-RandB-DIVN-13/2023-24,2023_EICCL_92422_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to K.Sitapur Kasinagar Raod Via Hadubhangi SH-4 (A) such as construction of RCC Drain from 14/000 km to 14/252 km (LHS) upto Forest gate Square for the year 2023-24.,S/R to K.Sitapur Kasinagar Raod Via Hadubhangi SH-4 (A) such as construction of RCC Drain from 14/000 km to 14/252 km (LHS) upto Forest gate Square for the year 2023-24.,Please refer Tender documents. ,NA ,"33,55,030",Civil Works - Roads,NA ,Tender,90.0,60.0,Paralakhemundi,761200.0,NA ,NA ,NA ,Paralakhemundi,No ,No,Superintending Engineer,Office of the Superintending Engineer Paralakhemundi R and B Division,AOC
,,,,,,,,,,,,,,,2,2208522,D.HARISH KUMAR,21-Aug-2023 07:43 AM,Accepted-AOC,L1 successful bidder in the transparent lottery system,04-Nov-2023 01:20 PM,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,All Other Documents as per DTCN,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2215544,Koduru Kameswara Rao,24-Aug-2023 11:57 AM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,04-Nov-2023 01:20 PM,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2216624,Padala Taraka Rao,24-Aug-2023 04:42 PM,Rejected-Technical,Disqualified because non furnish of Sc H and F and not meeting critiera of Scl,28-Sep-2023 12:58 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2206742,P MUTTI RAJU,20-Aug-2023 07:29 AM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,04-Nov-2023 01:20 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2214351,PRABIN KUMAR NAYAK,23-Aug-2023 05:08 PM,Rejected-AOC,L1 unsuccessful bidder in the transparent lottery system hence rejected,04-Nov-2023 01:20 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2210667,SANTOSH KUMAR MOHAPATRA,22-Aug-2023 01:14 AM,Rejected-Technical,Disqualified because non furnish of Sc H and F and not meeting critiera of Scl,28-Sep-2023 12:58 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
