Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Name,Address,Tender Stage
Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2023_OLIC_92911_40,2175/16.08.2023,Phunelpara-I L.I.P,1.0,2240372.0,DAITARI SIA,INR,"1,472,095","Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,06-Nov-2023 12:38 PM,techsummary_453836.pdf (27.98 KB),08-Nov-2023,"INR 1,472,095",90.0,Jayaram Behera,08-Nov-2023 04:50 PM,Phunelpara-I.pdf (2377.00 KB),Execution work of Phunelpara-I L.I.P,Finance,Opened successfully,Jayaram Behera,16-Sep-2023 08:16 PM,finance_453836.pdf,BOQ Comparative Chart,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Jayaram Behera,08-Nov-2023 04:45 PM,finsummary_453836.pdf (31.26 KB),1,2243237,CHANDAN NAYAK,07-Sep-2023 04:19 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 04:51 PM,AOC,31-Aug-2023 10:00 AM,08-Sep-2023 11:00 AM,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,31-Aug-2023 10:00 AM ,04-Sep-2023 01:00 PM ,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,1.0,2nd Corrigendum,Fee,,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Civil and Electrical License, PAN,GST,Labour License, Affidevit, Joint Venture, Experience",Phunelpara-I L.I.P,"Re-installation, electrification and energisation of Phunelpara-I L.I.P under Chandahandi Block of Nabarangpur District.",As per DTCN ,NA ,"13,86,000",Civil Works - Lift Irrigation Schemes,Electrification Work ,Tender,180.0,90.0,Nabarangppur,764059.0,NA ,NA ,NA ,"Office of the E.E, L.I Division, Nabarangpur",No ,No,"13,860",No,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2175/16.08.2023,2023_OLIC_92911_40,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Executive Engineer, L.I Division, Nabarangpur","L.I Division, Nabarangpur 764059",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2240372,DAITARI SIA,07-Sep-2023 07:45 AM,Accepted-AOC,Accepted and won the lottery,08-Nov-2023 04:51 PM,AOC,,,,,,,,,,,,,,,.pdf,TCN Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2239666,M/S MAHAMAYEE ENTERPRISES,06-Sep-2023 04:56 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 04:51 PM,AOC,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2240744,RAMESH CHANDRA BISWAL,06-Sep-2023 09:08 PM,Rejected-AOC,Rejected as failed in the lottery,08-Nov-2023 04:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
