S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,ICICI BANK,"EXECUTIVE OFFICER,NAC DASPALLA","EXECUTIVE OFFICER,NAC DASPALLA",29-Jun-2023 12:00 PM,13-Jul-2023 11:00 AM,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,NA ,NA ,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,Municipal Bodies||Daspalla NAC,NAC-Daspalla/ 01/2023-24,2023_ORULB_89922_38,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,920",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,Construction of RCC Guard Wall at Haridabadi Pokhari in Ward no. 10 of NAC Daspalla,Construction of RCC Guard Wall at Haridabadi Pokhari in Ward no. 10 of NAC Daspalla,Please refer Tender documents. ,NA ,"9,92,000",Civil Works - Roads,NA ,Tender,90.0,90.0,DASPALLA,752084.0,NA ,NA ,NA ,NAC OFFICE DASPALLA,No ,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,AOC,1,2174495,AJAYA KUMAR SAHOO,09-Jul-2023 07:55 PM,Accepted-AOC,OK,04-Nov-2023 01:45 PM,01-Nov-2023,"INR 840,678",90.0,Dillip Kumar Behera,04-Nov-2023 01:45 PM,38.pdf (239.00 KB),SMT PUNAM PRIYADARSHINEE,Internal,,Ashok Kumar Dalabehera,10-Aug-2023 03:22 PM,techsummary_441837.pdf (3871.32 KB),Municipal Bodies||Daspalla NAC,2023_ORULB_89922_38,NAC-Daspalla/ 01/2023-24,Construction of RCC Guard Wall at Haridabadi Pokhari in Ward no. 10 of NAC Daspalla,SMT PUNAM PRIYADARSHINEE,Internal,,Dillip Kumar Behera,12-Oct-2023 11:54 AM,finsummary_441837.pdf (221.73 KB),Finance,OK,Ashok Kumar Dalabehera,10-Aug-2023 03:21 PM,finance_441837.pdf,BOQ Comparative Chart,1.0,2174495.0,AJAYA KUMAR SAHOO,INR,"840,678",AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ALL TENDER DOCUMENTS,AOC,2,2174504,DUKHISHYAMA MOHANTY,09-Jul-2023 08:05 PM,Rejected-Finance,EXCESS,12-Oct-2023 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
