EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"16,054",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,E E L I Division Koraput,E E L I Division Koraput,1.0,Fee/PreQual/Technical/Finance,.pdf,"Detail Tender Call notice, PAN ,GST, Civil and Electrical Contractors Licence, Labour Licence,Experi",Revival of Mankadajhola IV L.I.Project under Narayanpatna Block of Koraput District,Revival of Mankadajhola IV L.I.Project under Narayanpatna Block of Koraput District,Please refer Tender documents. ,NA ,"16,05,400",Civil Works - Lift Irrigation Schemes,NA ,Tender,270.0,90.0,Koraput,764020.0,NA ,NA ,NA ,L I Division Koraput,No ,No,"6,000",0.0,Nil,Nil,No,09-Oct-2023 10:00 AM,17-Oct-2023 11:00 AM,09-Oct-2023 10:00 AM,16-Oct-2023 05:00 PM,NA ,NA ,09-Oct-2023 10:00 AM,16-Oct-2023 05:00 PM,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,03/2023-24,2023_OLIC_95251_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2288596,CHANDAN NAYAK,15-Oct-2023 09:37 PM,Rejected-AOC,Awarded,10-Nov-2023 12:31 PM,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimater",JUGAL TAKRI,10-Nov-2023 12:03 PM,techsummary_465953.pdf (45.73 KB),Finance,Five no bidders participated successfully,JUGAL TAKRI,10-Nov-2023 11:52 AM,finance_465953.pdf,BOQ Comparative Chart,1.0,2285551.0,SUBHAM ELECTRICALS,INR,"1,605,400",10-Nov-2023,"INR 1,605,400",90.0,JUGAL TAKRI,10-Nov-2023 12:30 PM,COMPETITION.pdf (46.00 KB),Awarded,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimater",JUGAL TAKRI,10-Nov-2023 12:21 PM,finsummary_465953.pdf (45.73 KB),Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,2023_OLIC_95251_6,03/2023-24,Revival of Mankadajhola IV L.I.Project under Narayanpatna Block of Koraput District,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2288891,M/S. MAA DURGA ENGINEERING ASSOCIATES,16-Oct-2023 01:42 PM,Rejected-AOC,Awarded,10-Nov-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2288553,M/S. PADHI ELECTRICALS,15-Oct-2023 09:18 PM,Rejected-AOC,Awarded,10-Nov-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2289087,M/S U.S. QUALITY ENGINEERING WORKS,16-Oct-2023 12:42 PM,Rejected-AOC,Awarded,10-Nov-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2285551,SUBHAM ELECTRICALS,11-Oct-2023 08:33 PM,Accepted-AOC,Awarded,10-Nov-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
