Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Er Bramheswar Das,Internal,,Subrat Kumar Das,02-Nov-2023 05:33 PM,finsummary_458931.pdf (940.90 KB),PHEO||SEPH-CIRCLE-SAMBALPUR||EEPH-DIVN-SAMBALPUR,2023_PHEO_93897_1,SEPHSBP-02/2023-24 Dt. 29.08.2023,Supply Installation Testing and Commissioning of Electrical Sub Station with ancillary works in different places of Deogarh Town Reach 8,02-Nov-2023,"INR 3,390,699",90.0,Subrat Kumar Das,02-Nov-2023 05:36 PM,AOC.pdf (1100.00 KB),AWARD OF CONTRACT,1.0,2259145.0,M/S RAJENDRA SAHU,INR,"3,390,699",Finance,Bid opening Summary,Bramheswar Das,23-Sep-2023 12:49 PM,finance_458931.pdf,BOQ Comparative Chart,1,2259266,M/S OJAS TRADERS AND CONTRACTORS,17-Sep-2023 06:03 PM,Rejected-AOC,NOT OK,02-Nov-2023 05:39 PM,Er Bramheswar Das,Internal,,Subrat Kumar Das,02-Nov-2023 05:30 PM,techsummary_458931.pdf (940.90 KB),AOC,"6,000",0.0,Nil,Nil,No,"35,700",Yes,percentage,1.0%,Nil,Nil,08-Sep-2023 11:00 AM,21-Sep-2023 11:30 AM,08-Sep-2023 11:00 AM,18-Sep-2023 11:00 AM,08-Sep-2023 11:00 AM ,11-Sep-2023 05:00 PM ,08-Sep-2023 11:00 AM,18-Sep-2023 11:00 AM,1,ICICI BANK,PHEO||SEPH-CIRCLE-SAMBALPUR||EEPH-DIVN-SAMBALPUR,SEPHSBP-02/2023-24 Dt. 29.08.2023,2023_PHEO_93897_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, P.H",Executive Engineer Oo Superintending Engineer P H Division Sambalpur Brooks Hill Near Stadium At Po Motijharan Dist Sambalpur 768 001,Supply Installation Testing and Commissioning of Electrical Sub Station with ancillary works in different places of Deogarh Town Reach 8,Supply Installation Testing and Commissioning of Electrical Sub Station with ancillary works in different places of Deogarh Town Reach 8,Please refer Tender documents. ,NA ,"35,70,000",Electrical Works,NA ,Tender,120.0,90.0,Deogarh,768108.0,NA ,NA ,NA ,Sambalpur,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, RC, GST, PAN, Experience, Check List Schedules and other documents as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2259145,M/S RAJENDRA SAHU,16-Sep-2023 06:27 PM,Accepted-AOC,OK,02-Nov-2023 05:39 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
