Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Er. Rashmi Ranjan Sahoo,"O/o the S.E. R and B Division, Puri","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,19-Aug-2023 02:00 PM,29-Aug-2023 11:30 AM,19-Aug-2023 02:00 PM,28-Aug-2023 05:00 PM,NA ,NA ,19-Aug-2023 02:00 PM,28-Aug-2023 05:00 PM,"25,329",Yes,percentage,1.0%,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,TCN NO 25 OF 2023-24,2023_EICCL_92704_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Extension of 11 KV line for providing power supply to Principal Odisha Adarsha Vidyalaya Having CD 130 KVA under electrical section Sadar Puri,Extension of 11 KV line for providing power supply to Principal Odisha Adarsha Vidyalaya Having CD 130 KVA under electrical section Sadar Puri,Please refer Tender documents. ,NA ,"25,32,933",Electrical Works,NA ,Tender,90.0,90.0,Puri,752001.0,NA ,NA ,NA ,"O/o the S.E. R and B Division, Puri",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTN,EMD, COST OF TENDER PAPER, AFFIDAVIT, ALL SCHEDULE AND OTHER DOCUMENTS AS PER APPROVED D",AOC,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,2023_EICCL_92704_1,TCN NO 25 OF 2023-24,Extension of 11 KV line for providing power supply to Principal Odisha Adarsha Vidyalaya Having CD 130 KVA under electrical section Sadar Puri,1.0,2221951.0,M/s B. M. ELECTRICALS AND CONSTRUCTION,INR,"2,153,246",Er. Rashmi Ranjan Sahoo,Internal,Sri Bikram Keshari Pattanaik Smt Smita Pal,Smita Pal,17-Nov-2023 12:22 PM,techsummary_450274.pdf (244.20 KB),17-Nov-2023,"INR 2,153,246",90.0,Smita Pal,17-Nov-2023 12:29 PM,AOC.pdf (401.00 KB),The bidder won the transparency lottery among the bidder so that the work has been awarded to him,Er. Rashmi Ranjan Sahoo,Internal,Sri Bikram Keshari Pattanaik Smt Smita Pal,Smita Pal,17-Nov-2023 12:26 PM,finsummary_450274.pdf (306.08 KB),Finance,Total 5 Nos bidder are participated in the online tender,Rasmi Ranjan Sahoo,29-Aug-2023 02:51 PM,,BOQ Comparative Chart,1,2222082,AYUSH POWER INFRASTRUCTURE,28-Aug-2023 04:56 PM,Rejected-AOC,Rejected,17-Nov-2023 12:30 PM,AOC
,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2220529,BIKRAM KESHARI PATTANAIK,28-Aug-2023 10:37 AM,Rejected-AOC,Rejected,17-Nov-2023 12:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2221984,MANGALA PRASANNA NAYAK,28-Aug-2023 04:26 PM,Rejected-AOC,Rejected,17-Nov-2023 12:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2221951,M/s B. M. ELECTRICALS AND CONSTRUCTION,28-Aug-2023 04:20 PM,Accepted-AOC,The bidder has fulfil the minimum eligibility criteria,17-Nov-2023 12:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2221610,M/S S. R. ENGINEERS AND CONSTRUCTION,28-Aug-2023 02:59 PM,Rejected-Technical,The bidder has not fulfil the minimum eligibility criteria,17-Nov-2023 12:22 PM,AOC
