Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"10,000",0.0,Nil,Nil,No,"10,93,000",Yes,fixed,,Nil,Nil,"Chief Engineer, DPI and Roads, Odisha","Office of the E.I.C. Civil, Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar.",17-Aug-2023 01:30 PM,01-Sep-2023 11:00 AM,17-Aug-2023 01:30 PM,31-Aug-2023 05:30 PM,NA ,NA ,17-Aug-2023 01:30 PM,31-Aug-2023 05:30 PM,06-Oct-2023 11:30 AM,"Improvement such as widening and strengthening of Hinjagula to Kadalibareni road via Ganjada, Dandasingha, Baragotha, Tainsi road from 7/000 km to 13/800 km in the district of Angul under State Plan","Improvement such as widening and strengthening of Hinjagula to Kadalibareni road via Ganjada, Dandasingha, Baragotha, Tainsi road from 7/000 km to 13/800 km in the district of Angul under State Plan",Please refer Tender documents. ,NA ,"10,92,83,778",Civil Works - Roads,NA ,Tender,90.0,330.0,Angul Dist,751001.0,NA ,NA ,NA ,"O/o the E.I.C. Civil, Odisha, Bhubaneswar",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost, Bid Security, GSTIN, PAN, RC and Affidavit",1.0,ICICI BANK,EIC-CIVIL,CE-DPI AND R-18 / 2023-24,2023_EICCL_92458_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,EIC Civil Odisha,Internal,CE DPI and R Odisha,Pradipta Kumar Nayak,04-Oct-2023 07:52 PM,06-Oct-2023 11:30 AM,techsummary_448943.pdf (159.52 KB),1.0,2220637.0,M/s.S.K.Agarwalla,INR,"103,830,517",EIC-CIVIL,2023_EICCL_92458_5,CE-DPI AND R-18 / 2023-24,"Improvement such as widening and strengthening of Hinjagula to Kadalibareni road via Ganjada, Dandasingha, Baragotha, Tainsi road from 7/000 km to 13/800 km in the district of Angul under State Plan",Finance,Financial opening,Pradipta Kumar Nayak,06-Oct-2023 04:46 PM,,BOQ Comparative Chart,Technical,Technical Bid Opened,Siba Prasad Panigrahy,01-Sep-2023 12:39 PM,,1.0,2220637.0,M/s.S.K.Agarwalla,31-Aug-2023 04:36 PM,Accepted-AOC,Selected as L1 bidder,24-Nov-2023 08:22 PM,CE DPI and R Odisha,Internal,,Pradipta Kumar Nayak,24-Nov-2023 08:20 PM,finsummary_448943.pdf (275.39 KB),24-Nov-2023,"INR 103,830,517",330.0,Pradipta Kumar Nayak,24-Nov-2023 08:22 PM,Hinagola3.pdf (275.00 KB),461P1 of 2023-24,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2226460.0,SANJEEV KUMAR SINGH,31-Aug-2023 03:31 PM,Rejected-AOC,L1 bidder,24-Nov-2023 08:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other related documents as per DTCN,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
