Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
NIBEDITA BEHERA,Internal,"EO,ME,JE",Manas Kumar Dandapat,07-Nov-2023 02:43 PM,techsummary_453381.pdf (10275.71 KB),20-Nov-2023,"INR 1,901,557",30.0,Samir Ranjan Dash,20-Nov-2023 12:48 PM,56.pdf (248.00 KB),OK,1,2223604,SASHIKANTA SETHI(S.C),29-Aug-2023 03:32 PM,Accepted-AOC,OK,20-Nov-2023 12:48 PM,Finance,ok,Manas Kumar Dandapat,02-Sep-2023 01:55 PM,finance_453381.pdf,BOQ Comparative Chart,1,2223604,SASHIKANTA SETHI(S.C),INR,"1,901,557",Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_56,BSPM-01-2023-24,Const of paver road from sridhar mahakud house towards alok barik house ward 9,NIBEDITA BEHERA,Internal,"EO,ME,JE",Samir Ranjan Dash,20-Nov-2023 12:15 PM,finsummary_453381.pdf (10278.84 KB),AOC,Const of paver road from sridhar mahakud house towards alok barik house ward 9,Const of paver road from sridhar mahakud house towards alok barik house ward 9,Please refer Tender documents. ,NA ,"15,95,534",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_56,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,EO,Basudevpur Municipality,"15,955",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,2223638,SATYAPRIYA SAHOO,29-Aug-2023 03:43 PM,Accepted-AOC,OK,20-Nov-2023 12:48 PM,,,,,,,2,2223638,SATYAPRIYA SAHOO,INR,"1,958,604",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
