Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"11,800",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate,Valid M-I OCC Ltd enlistment certificate etc.",1.0,ICICI BANK,"1,97,933",No,fixed,,Nil,Nil,ODISHA CONSTRUCTION CORPORATION LTD||CIVIL,e Procurement Notice No. 31/OCCL/2023-24 (on-line),2023_OCCL_92845_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd.,UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012",21-Aug-2023 03:30 PM,01-Sep-2023 12:00 PM,21-Aug-2023 03:30 PM,31-Aug-2023 05:30 PM,21-Aug-2023 03:30 PM ,25-Aug-2023 11:00 AM ,21-Aug-2023 03:30 PM,31-Aug-2023 05:30 PM,09-Oct-2023 11:30 AM,Bid identification No. OCCL-GMP/03/2023-24,Instrumentation works of Ghatakeswar Multipurpose Project.,Please refer Tender documents. ,NA ,"1,97,93,300",Mechanical Works,NA ,Tender,90.0,180.0,Ghatakeswar Multipurpose Project.Ganjam,760002.0,NA ,NA ,NA ,HEAD OFFICE OCCL,No ,No,AOC,1,2213889,AIMIL LTD,31-Aug-2023 03:14 PM,Accepted-AOC,SINGLE RESPONSIVE BIDDER.,20-Nov-2023 03:08 PM,MANAGING DIRECTOR OF OCC LTD.,Internal,,UTKAL KESHARI CHAND,07-Oct-2023 10:18 PM,09-Oct-2023 11:30 AM,techsummary_451047.pdf (304.47 KB),1.0,2213889.0,AIMIL LTD,INR,"19,595,367",Finance,Opened Successfully.,AMULYA KUMAR DAS,09-Oct-2023 12:11 PM,,BOQ Comparative Chart,20-Nov-2023,"INR 19,793,300",180.0,AMULYA KUMAR DAS,20-Nov-2023 03:06 PM,AOC_GMP_03.pdf (2459.00 KB),AOC,Technical,Opened Successfully.,AMULYA KUMAR DAS,01-Sep-2023 12:16 PM,,MANAGING DIRECTOR OF OCC LTD.,Internal,,AMULYA KUMAR DAS,20-Nov-2023 03:04 PM,finsummary_451047.pdf (2458.62 KB),ODISHA CONSTRUCTION CORPORATION LTD||CIVIL,2023_OCCL_92845_1,e Procurement Notice No. 31/OCCL/2023-24 (on-line),Bid identification No. OCCL-GMP/03/2023-24,AOC
,,,,,,.pdf,Other documents as per DTCN.,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2225039,Encardio-rite Electronics Pvt Ltd,31-Aug-2023 03:18 PM,Rejected-Technical,Non-Responsive.,07-Oct-2023 10:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2226720,MS BANADURGA ENGINEERING WORKS,31-Aug-2023 01:46 PM,Rejected-Technical,Non-Responsive.,07-Oct-2023 10:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2211029,SENSORS & MEASUREMENTS ENTERPRISES,28-Aug-2023 10:47 AM,Rejected-Technical,Non-Responsive.,07-Oct-2023 10:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
