S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,10-Aug-2023 04:00 PM,21-Aug-2023 11:00 AM,10-Aug-2023 04:00 PM,20-Aug-2023 05:00 PM,NA ,NA ,10-Aug-2023 04:00 PM,20-Aug-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.xls,Bill of Quantity,Municipal Bodies||Sambalpur Municipal Corporation,10/SMC_SBP/2023-24,2023_ORULB_92143_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,"COMMISSIONER, SMC, SAMBALPUR","New Office Building, SMC, Durgapali, Sambalpur, 768006","6,450",Yes,percentage,1.0%,Nil,Nil,"Construction RCC Drain with repair of road from Binod Ku Panda house to Dillip Gouda house and CC Road in Saraf Gali in Gopalmal Malipada (Ring lane) Ward No- 19 , Sambalpur Municipal Corporation","Construction RCC Drain with repair of road from Binod Ku Panda house to Dillip Gouda house and CC Road in Saraf Gali in Gopalmal Malipada (Ring lane) Ward No- 19 , Sambalpur Municipal Corporation",Please refer Tender documents. ,NA ,"6,45,044",Civil Works - Others,NA ,Tender,120.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,"SAMBALPUR MUNICIPAL CORPORATION, SAMBALPUR",No ,No,AOC,1,2204547,JAYANTA KUMAR MEHER,18-Aug-2023 12:09 PM,Rejected-Technical,UNSUCCESS,29-Nov-2023 12:31 PM,29-Nov-2023,"INR 645,044.09",60.0,Vedbhushan .,29-Nov-2023 12:36 PM,10-17.pdf (403.00 KB),successful,Ananya Das Committee Chairperson / Co-ordinator,Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,29-Nov-2023 12:31 PM,techsummary_447481.pdf (402.56 KB),Ananya Das Committee Chairperson / Co-ordinator,Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,29-Nov-2023 12:34 PM,finsummary_447481.pdf (402.56 KB),Municipal Bodies||Sambalpur Municipal Corporation,2023_ORULB_92143_17,10/SMC_SBP/2023-24,"Construction RCC Drain with repair of road from Binod Ku Panda house to Dillip Gouda house and CC Road in Saraf Gali in Gopalmal Malipada (Ring lane) Ward No- 19 , Sambalpur Municipal Corporation",1.0,2207805.0,MADAN MOHAN PANDA,INR,"645,044.09",Finance,ok,Vedbhushan .,02-Sep-2023 12:40 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2207805,MADAN MOHAN PANDA,20-Aug-2023 11:25 AM,Accepted-AOC,successful,29-Nov-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2207435,RADHA KRISHNA KAR,19-Aug-2023 10:04 PM,Rejected-Technical,UNSUCCESS,29-Nov-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2205494,SASWAT NANDA,19-Aug-2023 01:58 PM,Rejected-Technical,UNSUCCESS,29-Nov-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2207734,SRI AJIT KUMAR HOTA,20-Aug-2023 11:35 AM,Rejected-Technical,UNSUCCESS,29-Nov-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
