Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
12-Aug-2023 10:00 AM,25-Aug-2023 11:00 AM,12-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,12-Aug-2023 10:00 AM ,22-Aug-2023 05:00 PM ,12-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,1.0,ICICI BANK,CONSTRUCTION OF ROAD IN SHIVA SHAKTI NAGAR FROM KESHABA MOHANTY HOUSE TO PADHIARY HOUSE IN WARD NO-1,CONSTRUCTION OF ROAD IN SHIVA SHAKTI NAGAR FROM KESHABA MOHANTY HOUSE TO PADHIARY HOUSE IN WARD NO-1,Please refer Tender documents. ,NA ,"19,17,985",Civil Works - Roads,NA ,Tender,45.0,75.0,GUNUPUR,765022.0,NA ,NA ,NA ,GUNUPUR,No ,No,EXECUTIVE OFFICER GUNPUR MUNICIPALITY,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,"LICENSE,GSTIN,PAN,AFFIDEVIT,NO RELATION CETIFICATE AND AS PER NIT AND DTCN","19,180",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-59/2023-24,2023_ORULB_92150_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,Municipal Bodies||Gunupur Municipal Council,2023_ORULB_92150_2,GUN-MUN-59/2023-24,CONSTRUCTION OF ROAD IN SHIVA SHAKTI NAGAR FROM KESHABA MOHANTY HOUSE TO PADHIARY HOUSE IN WARD NO-1,1.0,2213788.0,BALIA MOHANTY,INR,"1,381,761.89",Chairperson Gunupur Municipality,Internal,"CHAIRPERSON,GUNUPUR MUNICIPALITY, EXECUTIVE OFFICER, GUNUPUR MUNICIPALITY, ASST. ENGINEER, GUNUPUR MUNICIPALITY, ASST. COLLECTOR AND OTHER MEMBER",SATYASAMPARNA ROUT,28-Oct-2023 12:08 PM,techsummary_447526.pdf (1919.06 KB),Chairperson Gunupur Municipality,Internal,"CHAIRPERSON,GUNUPUR MUNICIPALITY, EXECUTIVE OFFICER, GUNUPUR MUNICIPALITY, ASST. ENGINEER, GUNUPUR MUNICIPALITY, ASST. COLLECTOR AND OTHER MEMBER",SATYASAMPARNA ROUT,28-Oct-2023 12:15 PM,finsummary_447526.pdf (1919.06 KB),Finance,ALL BIDS ADMITTED,Biswanath Saraka,08-Sep-2023 07:45 PM,finance_447526.pdf,BOQ Comparative Chart,15-Nov-2023,"INR 1,625,410.703",75.0,SATYASAMPARNA ROUT,15-Nov-2023 09:29 PM,2p.pdf (2614.00 KB),CONSTRUCTION OF ROAD IN SHIVA SHAKTI NAGAR FROM KESHABA MOHANTY HOUSE TO PADHIARY HOUSE IN WARD NO-1,1,2213788,BALIA MOHANTY,23-Aug-2023 09:16 PM,Accepted-AOC,LOWEST QUOTED VALUE,15-Nov-2023 09:31 PM,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2216741,PALAKA MADHU,24-Aug-2023 04:32 PM,Rejected-Finance,EXCESS QUTED AMOUNT,28-Oct-2023 12:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2216558,PRASANT KUMAR MISHRA,24-Aug-2023 03:53 PM,Rejected-Finance,EXCESS QUTED AMOUNT,28-Oct-2023 12:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2214684,RAMA CHANDRA PANDA,24-Aug-2023 11:26 AM,Rejected-Finance,EXCESS QUTED AMOUNT,28-Oct-2023 12:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2213084,SASMITA PANDA,23-Aug-2023 01:57 PM,Rejected-Finance,EXCESS QUTED AMOUNT,28-Oct-2023 12:15 PM,AOC
