Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,LICENSE EMD PAPER COST GST CLEARANCE ETC,"2,000",0.0,Nil,Nil,No,23-Aug-2023 06:00 PM,02-Sep-2023 11:00 AM,23-Aug-2023 06:00 PM,01-Sep-2023 06:00 PM,NA ,NA ,23-Aug-2023 06:00 PM,01-Sep-2023 06:00 PM,Construction of Paver road at Paika sahi gali from Community hall to Embakmenty WN-06 of NAC Gudari under Greenfield for WBM or WMM road.,Construction of Paver road at Paika sahi gali from Community hall to Embakmenty WN-06 of NAC Gudari under Greenfield for WBM or WMM road.,Please refer Tender documents. ,NA ,"3,13,890",Civil Works - Others,NA ,Rate Contract,90.0,30.0,GUDARI,765026.0,NA ,NA ,NA ,GUDARI NAC,No ,No,"3,138",Yes,fixed,,Nil,Nil,Municipal Bodies||Gudari NAC,GUD-NAC-02-2023-24,2023_ORULB_92898_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER,GUDARI NAC,1,ICICI BANK,AOC,"Chairperson, Gudari NAC",Internal,"Executive Officer, Gudari NAC Municipal Engineer Gudari NAC Junior Engineer, Gudari NAC Accountant Gudari NAC",Girish Chandra Mishra,16-Sep-2023 04:20 PM,finsummary_451741.pdf (1044.27 KB),Municipal Bodies||Gudari NAC,2023_ORULB_92898_11,GUD-NAC-02-2023-24,Construction of Paver road at Paika sahi gali from Community hall to Embakmenty WN-06 of NAC Gudari under Greenfield for WBM or WMM road.,1.0,2228380.0,PRABHATA KUMAR MISHRA,INR,"314,868",Finance,OUT OF TWO BIDDER PRABHATA KUMAR MISHRA STOOD L1. DOWNLOADED FOR FINAL SCRUTINY.,Girish Chandra Mishra,03-Sep-2023 09:04 PM,finance_451741.pdf,BOQ Comparative Chart,26-Sep-2023,"INR 314,868",30.0,Murali Krushna Panda,23-Nov-2023 09:40 PM,11.pdf (194.00 KB),1,2227183,Balaram Panigrahi,31-Aug-2023 07:15 PM,Rejected-AOC,REJECTED IN LOTTERY PROCESS,23-Nov-2023 09:40 PM,"Chairperson, Gudari NAC",Internal,"Executive Officer, Gudari NAC Municipal Engineer Gudari NAC Junior Engineer, Gudari NAC Accountant Gudari NAC",Girish Chandra Mishra,16-Sep-2023 02:44 PM,techsummary_451741.pdf (1044.27 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2228380,PRABHATA KUMAR MISHRA,01-Sep-2023 12:51 PM,Accepted-AOC,SELECTED IN LOTTERY PROCESS,23-Nov-2023 09:40 PM,,,,,,,AOC
