Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
600.0,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, Registration Certificate, Labour Licences, PAN, GST and Other Documents","EXECUTIVE OFFICER, NIMAPARA NAC","OFFICE OF THE EXECUTIVE OFFICER, NIMAPARA NAC, PO-NIMAPARA",Improvement of Earthen road to Paver Block from Main Canal Bandha to Chandra Mishra house Ward No 11,Improvement of Earthen road to Paver Block from Main Canal Bandha to Chandra Mishra house Ward No 11,Please refer Tender documents. ,NA ,"1,95,341",Civil Works - Others,NA ,Tender,120.0,60.0,"Nimapara NAC, Ward No-11",752106.0,NA ,NA ,NA ,OFFICE OF THE NIMAPARA NAC,No ,No,29-Aug-2023 12:00 PM,13-Sep-2023 11:00 AM,29-Aug-2023 12:00 PM,11-Sep-2023 05:00 PM,NA ,NA ,29-Aug-2023 12:00 PM,11-Sep-2023 05:00 PM,Municipal Bodies||Nimapara NAC,NP-NAC-01/2023-24,2023_ORULB_92666_77,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"1,953",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,Municipal Bodies||Nimapara NAC,2023_ORULB_92666_77,NP-NAC-01/2023-24,Improvement of Earthen road to Paver Block from Main Canal Bandha to Chandra Mishra house Ward No 11,Sasmita Sahoo,Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, Nimapara NAC, Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara",Saroj Kumar Acharya,28-Nov-2023 02:42 PM,finsummary_455436.pdf (244.31 KB),Finance,All two bidders are accepted,Saroj Kumar Acharya,28-Nov-2023 02:38 PM,,BOQ Comparative Chart,1.0,2242239.0,BISWAJIT KANUNGO,INR,"166,059",1.0,2242239.0,BISWAJIT KANUNGO,10-Sep-2023 10:37 PM,Accepted-AOC,accepted,28-Nov-2023 02:44 PM,28-Nov-2023,"INR 166,059",60.0,Saroj Kumar Acharya,28-Nov-2023 02:43 PM,WO77.pdf (244.00 KB),BISWAJIT KANUNGO is awarded as L1 bidder through lucky draw.,Sasmita Sahoo,Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, Nimapara NAC, Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara",Saroj Kumar Acharya,28-Nov-2023 02:40 PM,techsummary_455436.pdf (244.31 KB),AOC
,,,,,,,.pdf,"Affidavit, Undertaking and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,2248506.0,SUBAS KUMAR SENAPATI,11-Sep-2023 12:59 PM,Rejected-AOC,rejected,28-Nov-2023 02:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
