EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,360",Yes,fixed,,Nil,Nil,Repair of Road divider with grill and tree guard from FAP Gate to Bus Stand in Ward No 07,WORKS,Please refer Tender documents. ,NA ,"2,36,054",Civil Works - Others,NA ,Tender,120.0,60.0,JODA MUNICIPALITY,758038.0,NA ,NA ,NA ,JODA MUNICIPALITY OFFICE,No ,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CONTRACTOR LICENSE LABOUR LICENSE OTHER DOCUMENTS AS PER DTCN,Municipal Bodies||Joda Municipality,JM-02/2023-24,2023_ORULB_90861_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,EXECUTIVE OFFICER JODA MUNICIPALITY,JODA MUNICIPALITY OFFICE AT PO BANEIKALA JODA DIST KEONJHAR ODISHA 758038,21-Jul-2023 10:00 AM,04-Aug-2023 11:00 AM,21-Jul-2023 10:00 AM,03-Aug-2023 05:00 PM,NA ,NA ,21-Jul-2023 10:00 AM,03-Aug-2023 05:00 PM,AOC,Municipal Bodies||Joda Municipality,2023_ORULB_90861_23,JM-02/2023-24,Repair of Road divider with grill and tree guard from FAP Gate to Bus Stand in Ward No 07,ABHISEK PANDA,Internal,BHAKTABANDHU MAHANTA,Abhishek Panda,13-Nov-2023 12:59 PM,finsummary_444556.pdf (2830.03 KB),Finance,TWO NOS OF BIDDERS PARTICIPATED,Abhishek Panda,13-Nov-2023 12:40 PM,finance_444556.pdf,BOQ Comparative Chart,1.0,2193473.0,HAZARI RIYASAT SADIQUE,INR,"303,020",13-Nov-2023,"INR 303,020",60.0,Abhishek Panda,13-Nov-2023 01:07 PM,WORKSLNO23.pdf (404.00 KB),HAZARI RIYASAT SADIQUE,1,2193473,HAZARI RIYASAT SADIQUE,02-Aug-2023 11:31 PM,Accepted-AOC,BEING L1 CONTRACTOR,13-Nov-2023 01:08 PM,ABHISEK PANDA,Internal,BHAKTABANDHU MAHANTA,Abhishek Panda,13-Nov-2023 12:54 PM,techsummary_444556.pdf (2830.03 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BILL OF QUANTITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2193466,MOHAMMAD NASIM ANSARI,02-Aug-2023 11:06 PM,Rejected-AOC,L2 CONTRACTOR,13-Nov-2023 01:08 PM,,,,,,,AOC
