S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,ST and SC Development Deptt||ITDA Panposh,ITDAPAN-01/2023-24,2023_STSCD_92745_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,21-Aug-2023 10:00 AM,05-Sep-2023 11:00 AM,21-Aug-2023 10:00 AM,04-Sep-2023 05:00 PM,NA ,NA ,21-Aug-2023 10:00 AM,04-Sep-2023 05:00 PM,PROJECT ADMINISTRATOR ITDA PANPOSH,ITDA PANPOSH UDITNAGAR,Construction of 2nos staff quarter at Bijadihi GHS undr Bisra block,Construction of 2nos staff quarter at Bijadihi GHS undr Bisra block,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,180.0,ROURKELA PANPOSH,769012.0,NA ,NA ,NA ,ITDA PANPOSH,No ,No,"16,778",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"LICENSE, VAT, PAN, GST, NO RELATION CERTIFICATE AND EXPERIENCE CERTIFICATE","6,000",0.0,Nil,Nil,No,AOC,1.0,2232566.0,ADARSH CONSTRUCTION PROP.ADARSH AGARWAL,INR,"1,426,286",ST and SC Development Deptt||ITDA Panposh,2023_STSCD_92745_6,ITDAPAN-01/2023-24,Construction of 2nos staff quarter at Bijadihi GHS undr Bisra block,Collector-cum-Chairperson Sundargarh,Internal,PA ITDA Panposh SE Rukura Irrigation Division Rourkela AEE ITDA Panposh Jr engineer,Manoj Mahanta,13-Nov-2023 04:35 PM,techsummary_450639.pdf (903.36 KB),Collector-cum-Chairperson Sundargarh,Internal,PA ITDA Panposh SE Rukura Irrigation Division Rourkela AEE ITDA Panposh and JE,Manoj Mahanta,14-Nov-2023 03:41 PM,finsummary_450639.pdf (634.73 KB),Finance,Proceeding,Manoj Mahanta,09-Oct-2023 12:10 PM,finance_450639.pdf,BOQ Comparative Chart,15-Nov-2023,"INR 1,677,786.12",180.0,Manoj Mahanta,16-Nov-2023 11:45 AM,WOrder6.pdf (134.00 KB),Construction of 2nos staff quarter at Bijadihi GHS undr Bisra block,1,2232566,ADARSH CONSTRUCTION PROP.ADARSH AGARWAL,03-Sep-2023 12:24 PM,Accepted-AOC,L1,16-Nov-2023 11:46 AM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2234857,M/S DEVI CONSTRUCTION,04-Sep-2023 04:11 PM,Rejected-AOC,Unsuccessful,16-Nov-2023 11:46 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2218560,Mukesh Sahoo,26-Aug-2023 01:23 PM,Rejected-AOC,Unsuccessful,16-Nov-2023 11:46 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2234481,RAKESH ROSHAN XESS,04-Sep-2023 02:10 PM,Rejected-AOC,Unsuccessful,16-Nov-2023 11:46 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2233482,RANJAN TANTY,04-Sep-2023 12:28 PM,Rejected-AOC,Unsuccessful,16-Nov-2023 11:46 AM,AOC
