Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
SMT PUNAM PRIYADARSHINEE,Internal,,Dillip Kumar Behera,03-Nov-2023 12:31 PM,techsummary_443053.pdf (249.20 KB),Municipal Bodies||Daspalla NAC,2023_ORULB_90408_1,NAC-Daspalla/ 02/2023-24,Installation of 63KVA 11/.4KV S/S with construction of 11KV 3P3W line power sup.y towards 25KW load to the new office building site,1.0,2184591.0,M/S POWER TECH,INR,"588,444.787",1,2183590,MODERN WINDING AND ELECTRICALS,23-Jul-2023 11:19 AM,Rejected-Finance,EXCESS,03-Nov-2023 12:35 PM,03-Nov-2023,"INR 588,444.787",60.0,Dillip Kumar Behera,03-Nov-2023 12:52 PM,1WORK.pdf (355.00 KB),Finance,OK,Ashok Kumar Dalabehera,21-Aug-2023 05:04 PM,finance_443053.pdf,BOQ Comparative Chart,SMT PUNAM PRIYADARSHINEE,Internal,,Dillip Kumar Behera,03-Nov-2023 12:35 PM,finsummary_443053.pdf (249.20 KB),AOC,"4,000",0.0,Nil,Nil,No,12-Jul-2023 11:00 AM,26-Jul-2023 11:00 AM,12-Jul-2023 11:00 AM,24-Jul-2023 05:00 PM,NA ,NA ,12-Jul-2023 11:00 AM,24-Jul-2023 05:00 PM,1,ICICI BANK,Installation of 63KVA 11/.4KV S/S with construction of 11KV 3P3W line power sup.y towards 25KW load to the new office building site,Installation of 63KVA 11/.4KV S/S with construction of 11KV 3P3W line power sup.y towards 25KW load to the new office building site,Please refer Tender documents. ,NA ,"7,01,379",Electrical Works,NA ,Tender,90.0,60.0,DASPALLA,752084.0,NA ,NA ,NA ,NAC OFFICE DASPALLA,No ,No,"7,014",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Municipal Bodies||Daspalla NAC,NAC-Daspalla/ 02/2023-24,2023_ORULB_90408_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EXECUTIVE OFFICER,NAC DASPALLA","EXECUTIVE OFFICER,NAC DASPALLA",AOC
,,,,,,,,,,,,,,,2,2184591,M/S POWER TECH,24-Jul-2023 02:33 PM,Accepted-AOC,OK,03-Nov-2023 12:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ALL TENDER DOCUMENTS,,,,,,,,,,,,,,,,,AOC
