Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Municipal Bodies||Dhenkanal Municipality,DKL MPLTY/02/2023-24,2023_ORULB_92874_130,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,Construction of Paver road from Chittaranja Sahoo res. towards Singhdeo house in ward no. 09,As per DTCN,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,120.0,45.0,Dhenkanal Municipality,759001.0,NA ,NA ,NA ,Dhenkanal Municipality,No ,No,Executive Officer,"Executive Officer Office, Dhenkanal Municipality",1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,23-Aug-2023 03:00 PM,04-Sep-2023 11:00 AM,23-Aug-2023 03:00 PM,02-Sep-2023 05:30 PM,NA ,NA ,23-Aug-2023 03:00 PM,02-Sep-2023 05:30 PM,"4,170",Yes,fixed,,Nil,Nil,1.0,REVISED NIT,Other,,AOC,EO,Internal,"JE,ME",Debiprasad Rout,04-Nov-2023 02:14 PM,techsummary_452853.pdf,EO,Internal,"JE,ME",Debiprasad Rout,06-Nov-2023 12:17 PM,finsummary_452853.pdf,Finance,L1 Bidder will finalised after scrutiny of all documents,Debiprasad Rout,04-Nov-2023 12:45 PM,,06-Nov-2023,"INR 417,135.203",45.0,Debiprasad Rout,06-Nov-2023 12:19 PM,AOC-130.pdf,Municipal Bodies||Dhenkanal Municipality,2023_ORULB_92874_130,DKL MPLTY/02/2023-24,Construction of Paver road from Chittaranja Sahoo res. towards Singhdeo house in ward no. 09,AOC
,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
