Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
"Er. Arun Kumar Barik,SE",Internal,"Sri Rajat Kumar Mishra,DAO, Er.Sanjukta Kiro,AEE Estimator,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,08-Sep-2023 05:44 PM,techsummary_447210.pdf,Finance,"Sri Rajat Kumar Mishra,DAO, Er.Sanjukta Kiro,AEE Estimator,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,08-Sep-2023 05:42 PM,finance_447210.pdf,"Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division, Bargarh",2023_RWSS_92094_2,09 of 2023-24,External Electrification to the Pump House at village Lahandipur for RPWS to village Lahandipur under Paikmal Block,"Er. Arun Kumar Barik,SE",Internal,"Sri Rajat Kumar Mishra,DAO,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,20-Oct-2023 11:47 AM,finsummary_447210.pdf,03-Nov-2023,"INR 1,101,817",90.0,Biswanath Meher,17-Nov-2023 12:54 PM,AOC_Lahandipur.pdf,Sri Ashok Chandra Patra was awarded the work with agrement value of Rs.1101817.00,AOC,External Electrification to the Pump House at village Lahandipur for RPWS to village Lahandipur under Paikmal Block,External Electrification to the Pump House at village Lahandipur for RPWS to village Lahandipur under Paikmal Block,Please refer Tender Documents ,NA ,,Electrical Works,Electrification to Pump House ,Tender,90.0,90.0,village Lahandipur under Paikmal Block,768028.0,NA ,NA ,NA ,"O/O SE RWSS Division,Bargarh",No ,No,"6,000",0.0,Nil,Nil,No,"Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division, Bargarh",09 of 2023-24,2023_RWSS_92094_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"11,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,EMD,VAT,GSTIN,Experience Certificate,Registration Certificate etc",10-Aug-2023 10:00 AM,24-Aug-2023 11:00 AM,10-Aug-2023 10:00 AM,23-Aug-2023 05:00 PM,10-Aug-2023 10:00 AM ,23-Aug-2023 05:00 PM ,10-Aug-2023 10:00 AM,23-Aug-2023 05:00 PM,"SE RWSS Division,Bargarh","O/O SE RWSS Division,Bargarh",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,AOC
