Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er. Rashmi Ranjan Sahoo,Internal,Sri Bikram Keshari Pattanaik Smt Smita Pal,Rasmi Ranjan Sahoo,01-Nov-2023 07:32 PM,techsummary_458712.pdf (219.81 KB),EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,2023_EICCL_93854_1,TCN NO 30 OF 2023-24,S/F of 1 No lift 408 Kgs (6 persons) at Vigilance Guest House at Puri,1.0,2254728.0,AJANTA ENTERPRISES,INR,"1,389,669",1,2254728,AJANTA ENTERPRISES,14-Sep-2023 12:43 PM,Accepted-AOC,Ajanta Enterprises has been L1 bidder so that the work has been awarded to him,01-Nov-2023 07:44 PM,01-Nov-2023,"INR 1,389,669",30.0,Rasmi Ranjan Sahoo,01-Nov-2023 07:43 PM,AOC.pdf (399.00 KB),Ajanta Enterprises has been L1 bidder so that the work has been awarded to him,Finance,Total 2 nos bidder are participated in the online tender,Rasmi Ranjan Sahoo,15-Sep-2023 12:15 PM,,BOQ Comparative Chart,Er. Rashmi Ranjan Sahoo,Internal,Sri Bikram Keshari Pattanaik Smt Smita Pal,Rasmi Ranjan Sahoo,01-Nov-2023 07:39 PM,finsummary_458712.pdf (239.53 KB),AOC,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTN,EMD,COST OF TENDER PAPER, AFFIDAVIT, ALL SCHEDULE AS PER APPROVED DTCN",EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,TCN NO 30 OF 2023-24,2023_EICCL_93854_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"13,911",Yes,percentage,1.0%,Nil,Nil,05-Sep-2023 02:00 PM,15-Sep-2023 11:30 AM,05-Sep-2023 02:00 PM,14-Sep-2023 05:00 PM,NA ,NA ,05-Sep-2023 02:00 PM,14-Sep-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,Er. Rashmi Ranjan Sahoo,"O/o the S.E. R and B Division, Puri",S/F of 1 No lift 408 Kgs (6 persons) at Vigilance Guest House at Puri,S/F of 1 No lift 408 Kgs (6 persons) at Vigilance Guest House at Puri,Please refer Tender documents. ,NA ,"13,91,060",Electrical Works,NA ,Tender,90.0,30.0,Puri,752001.0,NA ,NA ,NA ,"O/o the S.E. R and B Division, Puri",No ,No,AOC
,,,,,,,,,,,,,,,2,2254917,SRISAI ELEVATORF AND POWER SOLUTIONS,14-Sep-2023 01:23 PM,Rejected-AOC,Rejected,01-Nov-2023 07:44 PM,,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
