Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
EO,Basudevpur Municipality,"2,000",0.0,Nil,Nil,No,Construction of paver road from Amiya Parida house towards Abhimanyu Parida house ward 14,Construction of paver road from Amiya Parida house towards Abhimanyu Parida house ward 14,Please refer Tender documents. ,NA ,"3,72,655",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"3,727",Yes,fixed,,Nil,Nil,1,ICICI BANK,Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_88,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,AOC,Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_88,BSPM-01-2023-24,Construction of paver road from Amiya Parida house towards Abhimanyu Parida house ward 14,NIBEDITA BEHERA,Internal,"EO,ME,JE",Samir Ranjan Dash,22-Nov-2023 01:56 PM,finsummary_453631.pdf (10278.84 KB),Finance,ok,Manas Kumar Dandapat,04-Sep-2023 11:35 AM,finance_453631.pdf,BOQ Comparative Chart,1,2224959,MADHUSUDAN PATRA(SC),INR,"466,338",22-Nov-2023,"INR 444,131",30.0,Samir Ranjan Dash,22-Nov-2023 04:35 PM,88.pdf (255.00 KB),OK,1,2224959,MADHUSUDAN PATRA(SC),30-Aug-2023 02:21 PM,Accepted-AOC,OK,22-Nov-2023 04:36 PM,NIBEDITA BEHERA,Internal,"EO,ME,JE,ACCT",Samir Ranjan Dash,22-Nov-2023 01:16 PM,techsummary_453631.pdf (10278.84 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2,2225075,Prashanta Jena,INR,"444,131",,,,,,,,2,2225075,Prashanta Jena,30-Aug-2023 03:30 PM,Accepted-AOC,OK,22-Nov-2023 04:36 PM,,,,,,,AOC
