Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of Concrete Paver Block road from NH near R.I.Office to Swadhin Sekhar Mohanty house in Ward No.57.,Construction of Concrete Paver Block road from NH near R.I.Office to Swadhin Sekhar Mohanty house in Ward No.57.,Please refer Tender documents. ,NA ,"41,85,234",Civil Works - Others,NA ,Tender,120.0,90.0,CMC area,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","41,900",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,"Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No18/2023-24,2023_ORULB_90183_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,04-Aug-2023 11:00 AM,17-Aug-2023 10:00 AM,04-Aug-2023 11:00 AM,11-Aug-2023 05:30 PM,NA ,NA ,04-Aug-2023 11:00 AM,11-Aug-2023 05:30 PM,AOC,20-Nov-2023,"INR 3,892,686.38",90.0,Dibya Ranjan Tripathy,20-Nov-2023 04:38 PM,8.pdf (79.00 KB),W.O.,Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,20-Nov-2023 02:15 PM,finsummary_446278.pdf (88.01 KB),Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Dhirendra Kumar Pradhan,17-Aug-2023 12:13 PM,finance_446278.pdf,BOQ Comparative Chart,1,2199535,SURENDRA SETHI,11-Aug-2023 04:41 PM,Accepted-AOC,Accepted,20-Nov-2023 04:38 PM,1.0,2199535.0,SURENDRA SETHI,INR,"3,892,686.38",Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_90183_8,MC(CMC)CTC_Div-II_No18/2023-24,Construction of Concrete Paver Block road from NH near R.I.Office to Swadhin Sekhar Mohanty house in Ward No.57.,Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,20-Nov-2023 02:14 PM,techsummary_446278.pdf (88.01 KB),AOC
,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2199964,SYED RUHULAIN ALI,11-Aug-2023 04:35 PM,Rejected-AOC,Rejected,20-Nov-2023 04:38 PM,,,,,,,,,,,,,,,,AOC
