Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"7,241",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Construction of paver road from Mahadev temple towrads Baneswar chand house ward 2,Construction of paver road from Mahadev temple towrads Baneswar chand house ward 2,Please refer Tender documents. ,NA ,"7,24,063",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,EO,Basudevpur Municipality,AOC,NIBEDITA BEHERA,Internal,"EO,ME,JE",Manas Kumar Dandapat,06-Nov-2023 01:57 PM,finsummary_452924.pdf (10275.71 KB),Finance,OK,Manas Kumar Dandapat,01-Sep-2023 03:08 PM,finance_452924.pdf,BOQ Comparative Chart,06-Nov-2023,"INR 819,792",30.0,Manas Kumar Dandapat,06-Nov-2023 03:51 PM,9.pdf (447.00 KB),OK,1,2224944,ANJALI PATRA,30-Aug-2023 04:58 PM,Accepted-AOC,OK,06-Nov-2023 03:52 PM,1,2224944,ANJALI PATRA,INR,"862,939",Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_9,BSPM-01-2023-24,Construction of paver road from Mahadev temple towrads Baneswar chand house ward 2,NIBEDITA BEHERA,Internal,"EO,ME,JE",Manas Kumar Dandapat,06-Nov-2023 11:58 AM,techsummary_452924.pdf (10275.71 KB),AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2227128,Pitambar Mandal,31-Aug-2023 04:02 PM,Accepted-AOC,OK,06-Nov-2023 03:52 PM,2,2224994,RANJITA DASH,INR,"949,233",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2224994,RANJITA DASH,30-Aug-2023 06:08 PM,Accepted-AOC,OK,06-Nov-2023 03:52 PM,3,2225226,SURESH CHANDRA NAYAK,INR,"819,792",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2225226,SURESH CHANDRA NAYAK,30-Aug-2023 07:41 PM,Accepted-AOC,OK,06-Nov-2023 03:52 PM,4,2227128,Pitambar Mandal,INR,"858,624",,,,,,,,,,,AOC
