EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"32,000",Yes,fixed,,Nil,Nil,Engagement of Agency for Environmental Monitoring Works for Various Mines leases of OMC for Cluster 6,Engagement of Agency for Environmental Monitoring Works for Various Mines leases of OMC for Cluster 6,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,1825.0,Various Mining leases of OMC,751001.0,Through VC ,Through VC ,31-Jan-2023 03:30 PM ,"OMC Ltd., OMC House, Bhubaneswar",No ,No,1.0,ICICI BANK,Orissa Mining Corporation,OMC/E-PROC/CMC/94/2023 dated 13.01.2023,2023_OMC_85331_6,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Corrigendum2,BOQ,,"5,900",0.0,Nil,Nil,Yes,Advisor(Contract and Procurement),"OMC Ltd., OMC House, Bhubaneswar",1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN and other documents as per DTCN",17-Jan-2023 11:30 AM,15-Feb-2023 05:00 PM,17-Jan-2023 11:30 AM,15-Feb-2023 04:00 PM,17-Jan-2023 11:30 AM ,27-Jan-2023 05:00 PM ,04-Feb-2023 11:30 AM,15-Feb-2023 04:00 PM,23-Mar-2023 11:00 AM,AOC,1,2079530,ABC TECHNO LABS INDIA PRIVATE LIMITED,15-Feb-2023 03:50 PM,Rejected-Technical,Techno commercially disqualified,22-Mar-2023 06:37 PM,Finance,Financial opening summary,Nandini Nibedita Pal,05-Apr-2023 03:50 PM,finance_425247.pdf,BOQ Comparative Chart,1.0,2079485.0,CENTRE FOR ENVOTECH & MANAGEMENT CONSULTANCY PVT LTD,INR,"4,130,000",Managing Director,Internal,"Director(Fin),Director(Operation),Director(PP),Advisor(CP),CGM)Fin),Advisor(Legal),IFS ED(FE),AGM(FE)",Nandini Nibedita Pal,23-May-2023 01:34 PM,finsummary_425247.pdf (804.23 KB),Technical,Technical opening summary,Nandini Nibedita Pal,20-Feb-2023 10:49 AM,technical_425247.pdf,Director(HR),Internal,"Advisor(CP),GM(Fin),Advisor(Legal), AGM(FE)",Nandini Nibedita Pal,22-Mar-2023 06:37 PM,23-Mar-2023 11:00 AM,techsummary_425247.pdf (1619.31 KB),Orissa Mining Corporation,2023_OMC_85331_6,OMC/E-PROC/CMC/94/2023 dated 13.01.2023,Engagement of Agency for Environmental Monitoring Works for Various Mines leases of OMC for Cluster 6,15-Nov-2023,"INR 4,130,000",1825.0,Nandini Nibedita Pal,15-Nov-2023 12:21 PM,LoA-1346.pdf (399.00 KB),Awarded for a period of 5 years including GST,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2.0,Corrigendum 1,Technical Bid,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,AOC,2,2074610,B S ENVI TECH PVT LTD,15-Feb-2023 12:10 PM,Rejected-Finance,Otherthan L1,23-May-2023 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2079485,CENTRE FOR ENVOTECH & MANAGEMENT CONSULTANCY PVT LTD,15-Feb-2023 03:32 PM,Accepted-AOC,Awarded for a period of 5 years including GST,15-Nov-2023 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2077583,Ecomen Laboratories Pvt. Ltd.,15-Feb-2023 03:45 PM,Not Admitted-Finance,Price Bid not complied,05-Apr-2023 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2075129,Interstellar Testing Centre Private Limited,14-Feb-2023 02:19 PM,Rejected-Finance,Otherthan L1,23-May-2023 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2077166,Netel India Limited,15-Feb-2023 03:30 PM,Rejected-Finance,Otherthan L1,23-May-2023 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2078404,VIMTA LABS LIMITED,15-Feb-2023 02:05 PM,Rejected-Technical,Techno commercially disqualified,22-Mar-2023 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2078418,Visiontek Consultancy Services Pvt. Ltd.,15-Feb-2023 11:27 AM,Rejected-Finance,Otherthan L1,23-May-2023 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
