Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Dharmananda Parida,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Dealing Asst",Jatindra Kumar Mishra,08-Nov-2023 08:11 AM,techsummary_452111.pdf (17.14 KB),08-Nov-2023,"INR 849,499",40.0,Jatindra Kumar Mishra,08-Nov-2023 08:15 AM,1991.pdf (354.00 KB),AOC,1.0,2227950.0,Dharmendra Das,31-Aug-2023 11:41 PM,Rejected-Finance,Excess rate,08-Nov-2023 08:14 AM,1.0,2228193.0,PRASHANT KUMAR NAYAK,INR,"849,499",Finance,OK,Birendra Kumar Behera,04-Sep-2023 11:51 AM,,BOQ Comparative Chart,Dharmananda Parida,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Dealing Asst",Jatindra Kumar Mishra,08-Nov-2023 08:14 AM,finsummary_452111.pdf (17.14 KB),Municipal Bodies||Kamakhyanagar NAC,2023_ORULB_92905_72,03/2023-24,"Construction of Paver Road leading from Sundhi Sahi Chowk towards Mala Bandha and Nira Sendha in Ward No-13, Kamakhyanagar NAC",AOC,1.0,ICICI BANK,"Executive Officer, Kamakhyanagar NAC","Executive Officer, Kamakhyanagar NAC","4,000",0.0,Nil,Nil,No,1.0,ADDITION OF SOME TERM AND CONDITION,Technical Bid,,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, Labour Licences PAN and Other Documents",23-Aug-2023 11:00 AM,02-Sep-2023 11:00 AM,23-Aug-2023 11:00 AM,01-Sep-2023 05:00 PM,NA ,NA ,23-Aug-2023 11:00 AM,01-Sep-2023 05:00 PM,"Construction of Paver Road leading from Sundhi Sahi Chowk towards Mala Bandha and Nira Sendha in Ward No-13, Kamakhyanagar NAC","Construction of Paver Road leading from Sundhi Sahi Chowk towards Mala Bandha and Nira Sendha in Ward No-13, Kamakhyanagar NAC",Please refer Tender documents. ,NA ,"8,49,499",Civil Works - Others,NA ,Tender,30.0,40.0,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,Kamakhyanagar NAC,No ,No,Municipal Bodies||Kamakhyanagar NAC,03/2023-24,2023_ORULB_92905_72,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,495",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,2.0,2228193.0,PRASHANT KUMAR NAYAK,01-Sep-2023 01:21 AM,Accepted-AOC,AOC,08-Nov-2023 08:16 AM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,Affidavit and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
