S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1,ICICI BANK,"2,000",0.0,Nil,Nil,No,"EXECUTIVE OFFICER,NAC DASPALLA","EXECUTIVE OFFICER,NAC DASPALLA",29-Jun-2023 12:00 PM,13-Jul-2023 11:00 AM,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,NA ,NA ,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,Construction of CC Road from Daspalla-Gania Road towards the house of Krushna Chandra Sahoo at Kailashpur in Ward no. 08 of NAC Daspalla,Construction of CC Road from Daspalla-Gania Road towards the house of Krushna Chandra Sahoo at Kailashpur in Ward no. 08 of NAC Daspalla,Please refer Tender documents. ,NA ,"2,57,000",Civil Works - Roads,NA ,Tender,90.0,90.0,DASPALLA,752084.0,NA ,NA ,NA ,NAC OFFICE DASPALLA,No ,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Municipal Bodies||Daspalla NAC,NAC-Daspalla/ 01/2023-24,2023_ORULB_89922_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,570",Yes,fixed,,Nil,Nil,AOC,31-Oct-2023,"INR 217,796",90.0,Dillip Kumar Behera,04-Nov-2023 12:48 PM,28.pdf (247.00 KB),1,2176140,PRAKASH MOHAPATRA,11-Jul-2023 11:56 PM,Rejected-Finance,EXCESS,12-Oct-2023 11:18 AM,SMT PUNAM PRIYADARSHINEE,Internal,,Ashok Kumar Dalabehera,10-Aug-2023 01:48 PM,techsummary_441748.pdf (3871.32 KB),SMT PUNAM PRIYADARSHINEE,Internal,,Dillip Kumar Behera,12-Oct-2023 11:18 AM,finsummary_441748.pdf (227.41 KB),Municipal Bodies||Daspalla NAC,2023_ORULB_89922_28,NAC-Daspalla/ 01/2023-24,Construction of CC Road from Daspalla-Gania Road towards the house of Krushna Chandra Sahoo at Kailashpur in Ward no. 08 of NAC Daspalla,1.0,2175975.0,RAJESH KUMAR PARIDA,INR,"217,796",Finance,OK,Ashok Kumar Dalabehera,10-Aug-2023 01:48 PM,finance_441748.pdf,BOQ Comparative Chart,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ALL TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2175975,RAJESH KUMAR PARIDA,11-Jul-2023 06:36 PM,Accepted-AOC,OK,04-Nov-2023 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
